V1,V2,V3,V4,V5,V6,V7,V8,V9,Y1,Y2,Y3,Y
0.146666667,0.583346956,0.583346956,0.583346956,0.583346956,0.080626636,0.075169416,0.083886613,0.076325211,0,0,0,0
0.813333333,0.576246583,0.576246583,0.576246583,0.576246583,0.06983786,0.06405693,0.059178464,0.053998289,0,1,1,6
0.653333333,0.348820864,0.348820864,0.348820864,0.348820864,0.034434262,0.033378328,0.035344555,0.031334124,1,0,0,1
0.2,0.631397738,0.631397738,0.631397738,0.631397738,0.049403702,0.044749938,0.048555178,0.042282969,0,0,0,0
0.666666667,0.737419196,0.737419196,0.737419196,0.737419196,0.06006516,0.053541574,0.055178781,0.048421068,0,1,1,6
0.786666667,0.336936421,0.336936421,0.336936421,0.336936421,0.046273736,0.041764568,0.043488356,0.038153133,1,0,0,1
0.6,0.611719193,0.611719193,0.611719193,0.611719193,0.06504531,0.059876546,0.063520286,0.055760756,0,1,1,6
0.706666667,0.68155456,0.68155456,0.68155456,0.68155456,0.053396786,0.04836301,0.046943352,0.04184374,0,0,0,0
0.853333333,0.471482223,0.471482223,0.471482223,0.471482223,0.072494878,0.066599972,0.062306491,0.056877564,1,1,1,7
0.28,0.504709683,0.504709683,0.504709683,0.504709683,0.080887495,0.075978266,0.071696046,0.064533394,0,0,1,4
0.626666667,0.37347967,0.37347967,0.37347967,0.37347967,0.037811145,0.038747354,0.038536293,0.035367494,1,1,0,3
0.52,0.431571647,0.431571647,0.431571647,0.431571647,0.07929501,0.078283532,0.075166417,0.069515473,1,0,1,5
0.906666667,0.33331208,0.33331208,0.33331208,0.33331208,0.055091671,0.050827067,0.047507557,0.04317186,1,1,0,3
0.04,0.313941989,0.313941989,0.313941989,0.313941989,0.466954843,0.471837121,0.463704849,0.467356459,1,1,0,3
0.933333333,0.750436843,0.750436843,0.750436843,0.750436843,0.049962092,0.044458647,0.050105026,0.043397846,0,0,0,0
0.306666667,0.403856749,0.403856749,0.403856749,0.403856749,0.098872992,0.09272336,0.087981394,0.078989767,1,0,1,5
0.466666667,0.577367091,0.577367091,0.577367091,0.577367091,0.053672874,0.056320281,0.050759273,0.048288323,0,1,0,2
0.106666667,0.517869123,0.517869123,0.517869123,0.517869123,0.16451123,0.16365712,0.172282187,0.168686293,0,0,1,4
0.52,0.38094563,0.38094563,0.38094563,0.38094563,0.051523743,0.052871905,0.049965804,0.046641317,1,0,1,5
0.986666667,0.773477767,0.773477767,0.773477767,0.773477767,0.0799404,0.071510525,0.078015444,0.068552034,0,1,1,6
0.72,0.625837186,0.625837186,0.625837186,0.625837186,0.035335556,0.032919375,0.029787103,0.027340199,0,0,0,0
0.053333333,0.354342331,0.354342331,0.354342331,0.354342331,0.358792874,0.362783432,0.361153303,0.36404606,1,0,1,5
0.76,0.538359377,0.538359377,0.538359377,0.538359377,0.077757354,0.069989177,0.071276058,0.062640817,1,1,1,7
0.6,0.611238236,0.611238236,0.611238236,0.611238236,0.057057719,0.052995869,0.056545184,0.049894925,0,1,1,6
0.746666667,0.260477664,0.260477664,0.260477664,0.260477664,0.05367279,0.049486521,0.052613487,0.045599282,1,0,1,5
0.173333333,0.287695468,0.287695468,0.287695468,0.287695468,0.087625206,0.082351862,0.090151621,0.082481513,1,0,1,5
0.96,0.440096737,0.440096737,0.440096737,0.440096737,0.077373603,0.072527484,0.066002101,0.061541035,1,1,1,7
0.106666667,0.512855135,0.512855135,0.512855135,0.512855135,0.091920516,0.092959985,0.099261803,0.098720504,0,0,0,0
0.186666667,0.501580685,0.501580685,0.501580685,0.501580685,0.075509271,0.068282441,0.075527894,0.066560096,0,0,1,4
0.853333333,0.492657888,0.492657888,0.492657888,0.492657888,0.064725081,0.059211802,0.057334336,0.051559068,1,1,1,7
0.333333333,0.290881857,0.290881857,0.290881857,0.290881857,0.087412518,0.081913795,0.077894172,0.069880092,1,0,1,5
0.226666667,0.58745629,0.58745629,0.58745629,0.58745629,0.092224469,0.082282721,0.087582924,0.076424447,0,1,1,6
0.413333333,0.479362169,0.479362169,0.479362169,0.479362169,0.00753805,0.013377511,0.007092622,0.009078061,0,0,0,0
0.946666667,0.776054446,0.776054446,0.776054446,0.776054446,0.069186109,0.06253151,0.067789221,0.059616469,0,1,1,6
0.213333333,0.434255023,0.434255023,0.434255023,0.434255023,0.073380087,0.065677775,0.071725313,0.062593251,1,0,1,5
0.426666667,0.367762829,0.367762829,0.367762829,0.367762829,0.045903629,0.048990748,0.041466034,0.040211498,1,0,0,1
0.026666667,0.371266759,0.371266759,0.371266759,0.371266759,0.661495844,0.664636903,0.656557201,0.658345657,1,0,1,5
0.986666667,0.698594019,0.698594019,0.698594019,0.698594019,0.05774008,0.051745505,0.057073063,0.049862692,0,1,1,6
0.506666667,0.207088682,0.207088682,0.207088682,0.207088682,0.065678974,0.067125804,0.061202692,0.05807435,1,0,1,5
0.426666667,0.475662717,0.475662717,0.475662717,0.475662717,0.072899732,0.074305521,0.066473085,0.063116942,0,0,1,4
0.226666667,0.536389173,0.536389173,0.536389173,0.536389173,0.042607097,0.038835021,0.042489366,0.036862412,1,1,0,3
0.066666667,0.412842538,0.412842538,0.412842538,0.412842538,0.276013014,0.281238923,0.280894931,0.285346282,1,1,0,3
0.933333333,0.397121679,0.397121679,0.397121679,0.397121679,0.067121817,0.062782979,0.056562268,0.052708431,1,0,1,5
0.76,0.697988287,0.697988287,0.697988287,0.697988287,0.065715667,0.061076936,0.054423641,0.050618931,0,0,1,4
0.68,0.316539926,0.316539926,0.316539926,0.316539926,0.057398426,0.053429045,0.05655935,0.049784329,1,0,1,5
0.8,0.398534576,0.398534576,0.398534576,0.398534576,0.050759521,0.046209734,0.04530256,0.040303331,1,0,0,1
0.186666667,0.435215844,0.435215844,0.435215844,0.435215844,0.0836287,0.075676081,0.083860252,0.074135464,1,0,1,5
0.68,0.714881,0.714881,0.714881,0.714881,0.055637342,0.05055177,0.0494787,0.043935853,0,0,1,4
0.24,0.328500182,0.328500182,0.328500182,0.328500182,0.084491031,0.075714025,0.08089051,0.070303071,1,0,1,5
0.4,0.488102471,0.488102471,0.488102471,0.488102471,0.063982641,0.065446953,0.056912061,0.054071345,1,1,0,3
0.12,0.693087327,0.693087327,0.693087327,0.693087327,0.128420684,0.124050643,0.135361006,0.128148942,0,1,1,6
0.586666667,0.499349727,0.499349727,0.499349727,0.499349727,0.038865422,0.039110593,0.039587347,0.036203304,1,1,0,3
0.173333333,0.610454003,0.610454003,0.610454003,0.610454003,0.05343092,0.049615873,0.056465751,0.050957896,0,1,0,2
0.373333333,0.454305269,0.454305269,0.454305269,0.454305269,0.07154589,0.071896284,0.063128816,0.059457414,1,0,1,5
0.533333333,0.568213566,0.568213566,0.568213566,0.568213566,0.02885337,0.031551939,0.029485532,0.028017522,0,1,0,2
0.493333333,0.34762062,0.34762062,0.34762062,0.34762062,0.047559761,0.050596076,0.044418857,0.0428644,1,0,0,1
0.946666667,0.141131419,0.141131419,0.141131419,0.141131419,0.066642478,0.061288278,0.0586322,0.052907183,1,0,1,5
0.32,0.545104628,0.545104628,0.545104628,0.545104628,0.054131062,0.053888474,0.046968898,0.043696992,0,0,0,0
0.066666667,0.666678303,0.666678303,0.666678303,0.666678303,0.286738371,0.288833064,0.300151617,0.300104621,0,1,1,6
0.893333333,0.61121527,0.61121527,0.61121527,0.61121527,0.041433084,0.039745679,0.033692199,0.032416474,0,1,0,2
0.626666667,0.518909507,0.518909507,0.518909507,0.518909507,0.042845295,0.040130568,0.043200603,0.038028956,0,1,0,2
0.986666667,0.392719831,0.392719831,0.392719831,0.392719831,0.036576875,0.035367224,0.032524075,0.030859287,1,0,0,1
0.64,0.303862872,0.303862872,0.303862872,0.303862872,0.026820005,0.027533155,0.028456676,0.025829338,1,0,0,1
0.933333333,0.593835779,0.593835779,0.593835779,0.593835779,0.035702374,0.03472635,0.031251927,0.029621331,0,1,0,2
0.906666667,0.541445875,0.541445875,0.541445875,0.541445875,0.044074038,0.042382506,0.037017514,0.035482889,0,0,0,0
0.64,0.25393003,0.25393003,0.25393003,0.25393003,0.025602586,0.02609264,0.026904946,0.024247746,1,0,0,1
0.466666667,0.453480874,0.453480874,0.453480874,0.453480874,0.090205962,0.089798013,0.084028376,0.078376201,0,0,1,4
0.293333333,0.594469564,0.594469564,0.594469564,0.594469564,0.113757944,0.104863156,0.100623115,0.089836144,0,1,1,6
0.893333333,0.417468145,0.417468145,0.417468145,0.417468145,0.042764785,0.039587072,0.036075836,0.032964992,1,1,0,3
0.16,0.758104847,0.758104847,0.758104847,0.758104847,0.076590356,0.070016903,0.078867797,0.07087764,0,1,1,6
0.28,0.296296109,0.296296109,0.296296109,0.296296109,0.060824994,0.05528017,0.05714809,0.049733057,1,0,0,1
0.573333333,0.230588852,0.230588852,0.230588852,0.230588852,0.03466984,0.038044545,0.033288192,0.032473259,1,1,0,3
1,0.253337176,0.253337176,0.253337176,0.253337176,0.024310098,0.023200268,0.018422541,0.018290188,1,0,0,1
0.026666667,0.527922796,0.527922796,0.527922796,0.527922796,0.524033559,0.527011101,0.530435089,0.532623427,0,0,1,4
0.013333333,0.592458113,0.592458113,0.592458113,0.592458113,0.734359621,0.736316136,0.737886477,0.740195384,0,1,1,6
0.146666667,0.503593135,0.503593135,0.503593135,0.503593135,0.080839071,0.075940421,0.084262522,0.077248869,0,0,0,0
0.413333333,0.256906072,0.256906072,0.256906072,0.256906072,0.073035857,0.072494847,0.065149761,0.060816157,1,0,1,5
0.013333333,0.574407188,0.574407188,0.574407188,0.574407188,0.593606866,0.596599633,0.596678448,0.600536546,0,1,0,2
0,0.462846111,0.462846111,0.462846111,0.462846111,0.637231778,0.640683766,0.632855165,0.636916876,0,0,0,0
0.32,0.628828061,0.628828061,0.628828061,0.628828061,0.061837432,0.061961968,0.053689914,0.050309814,0,0,0,0
0.24,0.397845942,0.397845942,0.397845942,0.397845942,0.086899895,0.078416363,0.080607839,0.070313059,0,0,1,4
0.36,0.627415781,0.627415781,0.627415781,0.627415781,0.051449198,0.053153699,0.044836324,0.042329137,0,1,0,2
0.76,0.590043596,0.590043596,0.590043596,0.590043596,0.050864286,0.046950045,0.043782348,0.040015635,0,0,0,0
0.906666667,0.546892946,0.546892946,0.546892946,0.546892946,0.042959967,0.041589347,0.036806504,0.035013336,0,0,0,0
0.253333333,0.371258984,0.371258984,0.371258984,0.371258984,0.043016406,0.039378007,0.041110596,0.035363802,1,0,0,1
0.52,0.57101725,0.57101725,0.57101725,0.57101725,0.053580983,0.054448178,0.052672108,0.048982707,0,1,1,6
0.373333333,0.562333459,0.562333459,0.562333459,0.562333459,0.078234373,0.079065518,0.069856053,0.066179525,0,0,1,4
0.893333333,0.59381358,0.59381358,0.59381358,0.59381358,0.055647041,0.052782762,0.04658024,0.044011222,0,1,1,6
0.866666667,0.579822282,0.579822282,0.579822282,0.579822282,0.043729895,0.041355854,0.03526061,0.033563866,0,1,0,2
0.413333333,0.654879401,0.654879401,0.654879401,0.654879401,0.055760738,0.058546462,0.050907088,0.048941213,0,1,0,2
0.68,0.508410673,0.508410673,0.508410673,0.508410673,0.068898912,0.062010602,0.065635249,0.057367472,0,0,1,4
0.666666667,0.506493942,0.506493942,0.506493942,0.506493942,0.040161719,0.037084504,0.040046438,0.034850846,1,1,0,3
0.733333333,0.373567395,0.373567395,0.373567395,0.373567395,0.049516535,0.045034842,0.04651127,0.040578392,1,0,0,1
0.4,0.62113184,0.62113184,0.62113184,0.62113184,0.045652568,0.04863068,0.043137793,0.041781577,0,0,0,0
0.56,0.488388753,0.488388753,0.488388753,0.488388753,0.006742316,0.010693659,0.009393637,0.009455675,1,1,0,3
0.373333333,0.501886421,0.501886421,0.501886421,0.501886421,0.061500997,0.061903625,0.054031882,0.050510905,1,1,0,3
0.706666667,0.333007988,0.333007988,0.333007988,0.333007988,0.056441758,0.051633045,0.055179585,0.048099533,1,0,1,5
0.36,0.430572867,0.430572867,0.430572867,0.430572867,0.057730269,0.057772529,0.05077402,0.047469876,1,1,0,3
0.72,0.791622905,0.791622905,0.791622905,0.791622905,0.055541017,0.050941243,0.049047031,0.044043374,0,1,1,6
0.266666667,0.35420889,0.35420889,0.35420889,0.35420889,0.08370266,0.076341552,0.076327409,0.067108975,1,0,1,5
0.226666667,0.646812522,0.646812522,0.646812522,0.646812522,0.077667992,0.069919535,0.071695582,0.062823454,0,1,1,6
0.986666667,0.385845797,0.385845797,0.385845797,0.385845797,0.031413161,0.030481482,0.025325145,0.024895316,1,1,0,3
0.76,0.514016006,0.514016006,0.514016006,0.514016006,0.033497127,0.030364034,0.030722978,0.026969683,1,1,0,3
0.786666667,0.399729461,0.399729461,0.399729461,0.399729461,0.079012573,0.071363669,0.073279103,0.064306025,1,1,1,7
0.2,0.475915079,0.475915079,0.475915079,0.475915079,0.043178296,0.039326278,0.044441156,0.038962304,1,0,0,1
0.733333333,0.375350393,0.375350393,0.375350393,0.375350393,0.057720822,0.052550574,0.055451848,0.048522704,1,0,1,5
0.626666667,0.52867316,0.52867316,0.52867316,0.52867316,0.039230643,0.037757293,0.040020013,0.035694624,1,1,0,3
0.946666667,0.412327351,0.412327351,0.412327351,0.412327351,0.022990396,0.022474378,0.017134563,0.017589881,1,0,0,1
0.546666667,0.688634799,0.688634799,0.688634799,0.688634799,0.064691641,0.062982867,0.063532779,0.057759836,0,1,1,6
0.2,0.519665314,0.519665314,0.519665314,0.519665314,0.053081397,0.048538562,0.054991316,0.048452757,1,1,0,3
0.76,0.326596397,0.326596397,0.326596397,0.326596397,0.063079194,0.057578889,0.060997815,0.053294802,1,1,1,7
0.76,0.42039148,0.42039148,0.42039148,0.42039148,0.079469203,0.07114489,0.073153551,0.064144719,1,0,1,5
0.053333333,0.404834592,0.404834592,0.404834592,0.404834592,0.312314535,0.316962715,0.317089971,0.320606385,1,0,0,1
0.32,0.468701974,0.468701974,0.468701974,0.468701974,0.07997519,0.076282706,0.070734903,0.063728592,1,1,1,7
0.56,0.354157696,0.354157696,0.354157696,0.354157696,0.057024942,0.057743819,0.054821299,0.051186043,1,1,1,7
0.28,0.597095311,0.597095311,0.597095311,0.597095311,0.04260686,0.041359965,0.037282865,0.033923061,0,1,0,2
0.6,0.433029089,0.433029089,0.433029089,0.433029089,0.024334983,0.026150289,0.026199266,0.024222681,1,1,0,3
0.12,0.423636124,0.423636124,0.423636124,0.423636124,0.119702711,0.118576921,0.1254511,0.12214937,1,0,1,5
0.346666667,0.435791261,0.435791261,0.435791261,0.435791261,0.10846932,0.103697201,0.096068168,0.087703015,1,0,1,5
0.56,0.588200985,0.588200985,0.588200985,0.588200985,0.037121385,0.036146654,0.0381769,0.033739704,0,0,0,0
0.333333333,0.562193451,0.562193451,0.562193451,0.562193451,0.059840488,0.059244769,0.051695781,0.048172749,0,1,0,2
0.52,0.415005899,0.415005899,0.415005899,0.415005899,0.036179105,0.03961324,0.035335522,0.03405178,1,1,0,3
0.52,0.556448173,0.556448173,0.556448173,0.556448173,0.05983244,0.058882863,0.058706628,0.05362917,0,0,1,4
0.693333333,0.517552929,0.517552929,0.517552929,0.517552929,0.02017054,0.018155742,0.01924877,0.016716034,0,0,0,0
0.186666667,0.347621089,0.347621089,0.347621089,0.347621089,0.070107347,0.064845548,0.072131389,0.065185675,1,1,0,3
0.146666667,0.501239907,0.501239907,0.501239907,0.501239907,0.096168748,0.09446377,0.102022313,0.097805536,1,1,0,3
0.72,0.477736937,0.477736937,0.477736937,0.477736937,0.05280775,0.047477692,0.049222882,0.043095977,0,0,0,0
0.586666667,0.640043918,0.640043918,0.640043918,0.640043918,0.016432651,0.016409255,0.018267116,0.015763163,0,0,0,0
0.146666667,0.631904952,0.631904952,0.631904952,0.631904952,0.094163777,0.087988005,0.098086639,0.090290834,0,1,1,6
0.56,0.535364844,0.535364844,0.535364844,0.535364844,0.041602353,0.04287386,0.041009817,0.038520576,1,1,0,3
0.293333333,0.597039315,0.597039315,0.597039315,0.597039315,0.101001862,0.095711773,0.08852446,0.080183015,0,0,1,4
0.693333333,0.408208246,0.408208246,0.408208246,0.408208246,0.063347673,0.057888847,0.061390998,0.053552324,1,0,1,5
0.653333333,0.304323585,0.304323585,0.304323585,0.304323585,0.060868105,0.057949686,0.06015664,0.05360866,1,0,1,5
0.12,0.5290458,0.5290458,0.5290458,0.5290458,0.113249765,0.111553688,0.119608952,0.115507938,0,0,1,4
0.346666667,0.559347717,0.559347717,0.559347717,0.559347717,0.070748105,0.07066109,0.061994953,0.058132727,0,0,1,4
0.413333333,0.514245308,0.514245308,0.514245308,0.514245308,0.078502549,0.079256974,0.070137448,0.066341177,1,1,1,7
0.893333333,0.520736191,0.520736191,0.520736191,0.520736191,0.04948258,0.047751031,0.042349946,0.040200613,0,0,1,4
0.293333333,0.419257003,0.419257003,0.419257003,0.419257003,0.112293045,0.101890038,0.102140162,0.090011333,1,1,1,7
0.546666667,0.503186276,0.503186276,0.503186276,0.503186276,0.057806676,0.057615425,0.056285828,0.051933772,1,1,1,7
0.4,0.539157608,0.539157608,0.539157608,0.539157608,0.067092136,0.06892697,0.061201353,0.058352963,0,0,1,4
0.733333333,0.503552792,0.503552792,0.503552792,0.503552792,0.067378659,0.06041287,0.06209147,0.054370784,0,0,1,4
0.746666667,0.605794536,0.605794536,0.605794536,0.605794536,0.04554328,0.041921018,0.04051551,0.035951236,0,1,0,2
0.04,0.610908656,0.610908656,0.610908656,0.610908656,0.400946206,0.404907456,0.411542875,0.414823635,0,1,0,2
0.626666667,0.289373625,0.289373625,0.289373625,0.289373625,0.076841928,0.074645394,0.073912045,0.067471709,1,1,1,7
0.986666667,0.64246618,0.64246618,0.64246618,0.64246618,0.059000181,0.05434361,0.057017744,0.050868564,0,1,1,6
0.986666667,0.557578395,0.557578395,0.557578395,0.557578395,0.043590024,0.040562041,0.041965328,0.037812218,0,0,0,0
0.4,0.44621381,0.44621381,0.44621381,0.44621381,0.064157332,0.064982609,0.05665589,0.053278489,1,1,0,3
0.04,0.347918089,0.347918089,0.347918089,0.347918089,0.448580466,0.452985461,0.448044465,0.451191317,1,0,1,5
0.32,0.486146365,0.486146365,0.486146365,0.486146365,0.067102137,0.063645338,0.059054307,0.0534863,1,1,0,3
0.68,0.535647063,0.535647063,0.535647063,0.535647063,0.039630424,0.035591363,0.037866926,0.032859694,0,0,0,0
0.64,0.311954996,0.311954996,0.311954996,0.311954996,0.030525634,0.030593393,0.031630792,0.028387033,1,0,0,1
0.626666667,0.406079802,0.406079802,0.406079802,0.406079802,0.046668683,0.045128192,0.047088036,0.042155428,1,1,1,7
0.106666667,0.583410381,0.583410381,0.583410381,0.583410381,0.126263632,0.125489036,0.133566608,0.130709208,0,0,0,0
0.213333333,0.418637082,0.418637082,0.418637082,0.418637082,0.068970399,0.062651292,0.069710965,0.06132846,1,1,0,3
0.76,0.1948954,0.1948954,0.1948954,0.1948954,0.073353422,0.068353193,0.071437399,0.063191945,1,1,1,7
0.52,0.239605807,0.239605807,0.239605807,0.239605807,0.03229609,0.036479641,0.03047356,0.030269327,1,0,0,1
0.306666667,0.457713998,0.457713998,0.457713998,0.457713998,0.071065979,0.067157986,0.062606151,0.056575421,1,0,0,1
0.693333333,0.546777066,0.546777066,0.546777066,0.546777066,0.057919038,0.051706374,0.05395869,0.047032974,0,0,1,4
0.826666667,0.503619422,0.503619422,0.503619422,0.503619422,0.05936478,0.05474697,0.05157741,0.046681531,1,1,1,7
0.293333333,0.553635089,0.553635089,0.553635089,0.553635089,0.068354568,0.063387026,0.061568229,0.054532571,1,1,0,3
0.786666667,0.487041827,0.487041827,0.487041827,0.487041827,0.075953544,0.069071525,0.067996907,0.060631349,1,0,1,5
0.053333333,0.287400222,0.287400222,0.287400222,0.287400222,0.500213611,0.50447181,0.494884038,0.4981014,1,1,1,7
0.653333333,0.432507948,0.432507948,0.432507948,0.432507948,0.064463719,0.059420077,0.063373704,0.055589525,1,0,1,5
0.786666667,0.470330331,0.470330331,0.470330331,0.470330331,0.063919086,0.057567805,0.058577922,0.05143289,1,1,1,7
0.093333333,0.645450898,0.645450898,0.645450898,0.645450898,0.161256698,0.160595783,0.170805392,0.167243622,0,0,1,4
0.4,0.559450441,0.559450441,0.559450441,0.559450441,0.084584857,0.084954617,0.076076825,0.071629936,0,1,1,6
0.64,0.595215885,0.595215885,0.595215885,0.595215885,0.053449383,0.049109994,0.052540535,0.045942993,0,1,1,6
0.973333333,0.637387416,0.637387416,0.637387416,0.637387416,0.051062417,0.04791037,0.048145861,0.043907011,0,1,1,6
0.933333333,0.377248838,0.377248838,0.377248838,0.377248838,0.055108351,0.052729503,0.047400245,0.044740467,0,0,1,4
0.026666667,0.492317339,0.492317339,0.492317339,0.492317339,0.517044315,0.520826034,0.521131398,0.524079589,0,0,1,4
0.32,0.577418197,0.577418197,0.577418197,0.577418197,0.061270981,0.060531155,0.05313136,0.049446071,0,0,0,0
0.453333333,0.400347845,0.400347845,0.400347845,0.400347845,0.045119106,0.048614571,0.040856495,0.039600122,1,1,0,3
0.853333333,0.457528765,0.457528765,0.457528765,0.457528765,0.047923544,0.045009376,0.039287186,0.037093274,0,0,0,0
0.84,0.535034833,0.535034833,0.535034833,0.535034833,0.039417457,0.037320312,0.031768912,0.029947129,0,0,0,0
0.613333333,0.343211671,0.343211671,0.343211671,0.343211671,0.022494226,0.024023834,0.024360291,0.022058286,1,0,0,1
0.133333333,0.633445491,0.633445491,0.633445491,0.633445491,0.129323078,0.124967912,0.135374578,0.128547704,0,1,1,6
0.24,0.473498694,0.473498694,0.473498694,0.473498694,0.082103659,0.073746548,0.078001759,0.067891623,1,1,1,7
0.84,0.564792875,0.564792875,0.564792875,0.564792875,0.030881747,0.029187609,0.023859367,0.023093726,0,0,0,0
0.733333333,0.370501924,0.370501924,0.370501924,0.370501924,0.058971702,0.052965986,0.055204455,0.048353831,1,0,1,5
0.986666667,0.250720066,0.250720066,0.250720066,0.250720066,0.051478768,0.048158165,0.043567309,0.040436986,1,0,0,1
0.653333333,0.511974372,0.511974372,0.511974372,0.511974372,0.055453711,0.050491463,0.054105888,0.047122794,0,0,1,4
0.146666667,0.642140877,0.642140877,0.642140877,0.642140877,0.122541663,0.116534621,0.127723585,0.119107139,0,1,1,6
0.786666667,0.527343773,0.527343773,0.527343773,0.527343773,0.03727007,0.034656876,0.032530357,0.029375278,0,1,0,2
0.413333333,0.428766783,0.428766783,0.428766783,0.428766783,0.045055285,0.048321732,0.041052861,0.039954531,0,0,0,0
0.413333333,0.361717885,0.361717885,0.361717885,0.361717885,0.051776144,0.053878665,0.046058189,0.044170797,1,0,0,1
0.24,0.478444663,0.478444663,0.478444663,0.478444663,0.098112038,0.088184094,0.091063834,0.079414258,0,0,1,4
0.44,0.554455502,0.554455502,0.554455502,0.554455502,0.074974225,0.075992524,0.06906693,0.065495896,0,0,1,4
0.346666667,0.536137517,0.536137517,0.536137517,0.536137517,0.055437387,0.056008384,0.048245551,0.045273951,0,1,0,2
0.68,0.416892984,0.416892984,0.416892984,0.416892984,0.049141888,0.0448998,0.047662558,0.041229132,0,0,0,0
0.146666667,0.295726798,0.295726798,0.295726798,0.295726798,0.110050235,0.108772026,0.113992252,0.110379614,1,1,0,3
0.4,0.44067456,0.44067456,0.44067456,0.44067456,0.070901726,0.070716491,0.062547441,0.058729375,1,1,1,7
0,0.732331238,0.732331238,0.732331238,0.732331238,0.819914548,0.820392656,0.83168198,0.832915526,0,1,1,6
0.746666667,0.287155749,0.287155749,0.287155749,0.287155749,0.046097681,0.042214555,0.045123982,0.039453094,1,0,0,1
0.453333333,0.404215043,0.404215043,0.404215043,0.404215043,0.043953557,0.047239493,0.039474606,0.038683492,1,1,0,3
0.413333333,0.365223566,0.365223566,0.365223566,0.365223566,0.069097909,0.070379776,0.062062834,0.058819174,1,0,1,5
0.333333333,0.628662655,0.628662655,0.628662655,0.628662655,0.084239655,0.082298864,0.073166789,0.067950859,0,1,1,6
0.4,0.385327232,0.385327232,0.385327232,0.385327232,0.054646295,0.056101684,0.048228137,0.045900686,1,1,0,3
0.4,0.528536489,0.528536489,0.528536489,0.528536489,0.069076037,0.070255388,0.061352709,0.057841853,1,1,1,7
0.973333333,0.334833699,0.334833699,0.334833699,0.334833699,0.051696718,0.049439596,0.043637927,0.041399806,1,0,1,5
0.466666667,0.477519721,0.477519721,0.477519721,0.477519721,0.022832649,0.027478871,0.022285039,0.022781305,1,0,0,1
0.226666667,0.471344153,0.471344153,0.471344153,0.471344153,0.06032085,0.05416908,0.058102543,0.050823803,1,1,0,3
0.333333333,0.375726316,0.375726316,0.375726316,0.375726316,0.062295427,0.059683943,0.055183214,0.050088029,1,1,0,3
0.626666667,0.3712024,0.3712024,0.3712024,0.3712024,0.058653723,0.05618047,0.058052024,0.052030706,1,0,1,5
0.626666667,0.675146789,0.675146789,0.675146789,0.675146789,0.051142886,0.045795062,0.049108928,0.042674203,0,1,0,2
0.16,0.472496519,0.472496519,0.472496519,0.472496519,0.094978809,0.08815856,0.097419971,0.088548439,0,0,1,4
0.013333333,0.462315383,0.462315383,0.462315383,0.462315383,0.69759123,0.700721723,0.693588172,0.696587066,1,1,0,3
0.266666667,0.380754469,0.380754469,0.380754469,0.380754469,0.031681085,0.029934108,0.029452735,0.025945118,1,0,0,1
0.506666667,0.422126583,0.422126583,0.422126583,0.422126583,0.040587199,0.043683672,0.039289365,0.037860529,1,0,0,1
0.76,0.50475868,0.50475868,0.50475868,0.50475868,0.039121194,0.035824337,0.035375855,0.031340568,0,1,0,2
0.32,0.394714644,0.394714644,0.394714644,0.394714644,0.066692117,0.064834544,0.058673816,0.05383878,1,0,0,1
0.413333333,0.561443459,0.561443459,0.561443459,0.561443459,0.076209949,0.077425008,0.068662932,0.065007738,0,1,1,6
0.253333333,0.294127069,0.294127069,0.294127069,0.294127069,0.0832993,0.074757579,0.078596746,0.068457817,1,0,1,5
0.746666667,0.530027133,0.530027133,0.530027133,0.530027133,0.027622019,0.025277858,0.024497668,0.022041645,0,0,0,0
0.333333333,0.439277158,0.439277158,0.439277158,0.439277158,0.056938072,0.055231106,0.050302832,0.045722867,1,1,0,3
0.68,0.51516438,0.51516438,0.51516438,0.51516438,0.067194106,0.06044702,0.063908104,0.055734896,0,0,1,4
0.24,0.549214743,0.549214743,0.549214743,0.549214743,0.049808566,0.046795374,0.044742552,0.039822079,0,0,0,0
0.693333333,0.542005106,0.542005106,0.542005106,0.542005106,0.075135346,0.067334602,0.070483449,0.061619519,0,0,1,4
0.24,0.49986287,0.49986287,0.49986287,0.49986287,0.077690124,0.070130076,0.072303326,0.063213594,0,0,1,4
0.613333333,0.51430245,0.51430245,0.51430245,0.51430245,0.03031705,0.030683769,0.03196047,0.028943832,1,1,0,3
0.493333333,0.340767614,0.340767614,0.340767614,0.340767614,0.047955736,0.05034788,0.045539415,0.043648417,1,0,0,1
0.293333333,0.525049421,0.525049421,0.525049421,0.525049421,0.088039013,0.083137997,0.077825046,0.070309776,0,0,1,4
0.24,0.779263883,0.779263883,0.779263883,0.779263883,0.058809448,0.054998908,0.052021293,0.046160822,0,1,0,2
0.12,0.53869548,0.53869548,0.53869548,0.53869548,0.128081184,0.128770322,0.136037691,0.134665998,1,1,0,3
0.453333333,0.41457342,0.41457342,0.41457342,0.41457342,0.047809586,0.050817546,0.044157386,0.042821704,1,0,0,1
0.186666667,0.324504854,0.324504854,0.324504854,0.324504854,0.046770102,0.043485081,0.049528795,0.04427528,1,0,0,1
0.053333333,0.214864379,0.214864379,0.214864379,0.214864379,0.467403837,0.471736514,0.45988752,0.463315288,1,1,1,7
0.106666667,0.671614138,0.671614138,0.671614138,0.671614138,0.16933486,0.169353552,0.179870052,0.177015864,0,1,1,6
