V1,V2,V3,V4,V5,V6,V7,V8,V9,Y1,Y2,Y3,Y
0.32,0.666297727,0.666297727,0.666297727,0.666297727,0.071855045,0.070057165,0.062611902,0.057556262,0,1,1,6
0.706666667,0.713722637,0.713722637,0.713722637,0.713722637,0.020770736,0.019517206,0.017165265,0.015863223,0,0,0,0
0.44,0.588242612,0.588242612,0.588242612,0.588242612,0.057532809,0.059700294,0.054257834,0.051540896,0,0,1,4
1,0.47164275,0.47164275,0.47164275,0.47164275,0.049504051,0.047071095,0.045906727,0.041999274,0,0,1,4
0.213333333,0.797743519,0.797743519,0.797743519,0.797743519,0.090574025,0.082388755,0.081540563,0.071873364,0,0,1,4
0.36,0.385778823,0.385778823,0.385778823,0.385778823,0.047716226,0.047960182,0.042048398,0.039041461,1,1,0,3
0.946666667,0.604413124,0.604413124,0.604413124,0.604413124,0.049812429,0.048121748,0.042685058,0.040858588,0,1,1,6
0.613333333,0.554250762,0.554250762,0.554250762,0.554250762,0.011856221,0.012557136,0.014304674,0.012563607,0,1,0,2
0.666666667,0.595328144,0.595328144,0.595328144,0.595328144,0.063122996,0.056874119,0.060921846,0.053125587,0,1,1,6
0.466666667,0.563967703,0.563967703,0.563967703,0.563967703,0.07384949,0.074357001,0.069164327,0.065067191,0,1,1,6
0.44,0.338947855,0.338947855,0.338947855,0.338947855,0.065569703,0.067194136,0.05928548,0.056320726,1,0,1,5
0.426666667,0.392395698,0.392395698,0.392395698,0.392395698,0.049952986,0.052282555,0.044726198,0.042987921,1,1,0,3
0.106666667,0.285113081,0.285113081,0.285113081,0.285113081,0.151088633,0.15442668,0.15549293,0.157368016,1,1,0,3
0.533333333,0.462429234,0.462429234,0.462429234,0.462429234,0.047164501,0.047727,0.046913922,0.043240824,0,0,0,0
0.866666667,0.455546507,0.455546507,0.455546507,0.455546507,0.042909548,0.040260753,0.034992038,0.03323722,0,0,0,0
0.813333333,0.565861212,0.565861212,0.565861212,0.565861212,0.102532203,0.094633274,0.088132174,0.080923948,0,0,1,4
0.466666667,0.362576369,0.362576369,0.362576369,0.362576369,0.064252034,0.065958366,0.059102477,0.056212311,1,0,1,5
0.52,0.490037997,0.490037997,0.490037997,0.490037997,0.049405264,0.051922488,0.04752475,0.045186017,1,1,0,3
0.453333333,0.463561264,0.463561264,0.463561264,0.463561264,0.046313399,0.049334603,0.044003782,0.04224694,0,0,0,0
0.2,0.34560503,0.34560503,0.34560503,0.34560503,0.065571293,0.059640279,0.066550805,0.058547303,1,0,0,1
0.866666667,0.603726842,0.603726842,0.603726842,0.603726842,0.075032657,0.071196607,0.065355399,0.060944445,0,0,1,4
0.013333333,0.421424446,0.421424446,0.421424446,0.421424446,0.658740136,0.662239882,0.653775869,0.656949284,1,0,0,1
0.346666667,0.452463366,0.452463366,0.452463366,0.452463366,0.055103251,0.055441097,0.048125782,0.045227603,1,0,0,1
0.266666667,0.510055803,0.510055803,0.510055803,0.510055803,0.056256886,0.050989782,0.05225981,0.045598279,1,1,0,3
0.146666667,0.302907422,0.302907422,0.302907422,0.302907422,0.111296263,0.106961188,0.114438071,0.107715015,1,0,1,5
0.946666667,0.48286854,0.48286854,0.48286854,0.48286854,0.065117441,0.061489955,0.055338673,0.051989801,1,1,1,7
0.32,0.37656369,0.37656369,0.37656369,0.37656369,0.099469013,0.09237597,0.088417584,0.079325492,1,1,1,7
0.84,0.471586711,0.471586711,0.471586711,0.471586711,0.058185735,0.05354653,0.051184615,0.046203237,1,1,1,7
0.653333333,0.420710156,0.420710156,0.420710156,0.420710156,0.059472176,0.055125695,0.058315413,0.051334453,1,0,1,5
0.333333333,0.396547256,0.396547256,0.396547256,0.396547256,0.059390571,0.058176417,0.052436477,0.048268527,1,0,0,1
0.04,0.428647076,0.428647076,0.428647076,0.428647076,0.456178273,0.46042148,0.459014603,0.461960048,1,0,1,5
0.506666667,0.446769933,0.446769933,0.446769933,0.446769933,0.043269692,0.045092912,0.041855965,0.039575552,1,0,0,1
0.613333333,0.603147844,0.603147844,0.603147844,0.603147844,0.05148541,0.047967551,0.05164014,0.045376906,0,1,1,6
0.666666667,0.49367259,0.49367259,0.49367259,0.49367259,0.048466752,0.044739003,0.048079142,0.042020213,1,1,0,3
0.093333333,0.493304253,0.493304253,0.493304253,0.493304253,0.173157991,0.176519609,0.181727477,0.183058358,1,1,0,3
0.173333333,0.439672791,0.439672791,0.439672791,0.439672791,0.077292166,0.071447011,0.079533096,0.071959341,1,0,0,1
1,0.528861268,0.528861268,0.528861268,0.528861268,0.038437579,0.037146182,0.032805337,0.031637349,1,1,0,3
0.573333333,0.466903234,0.466903234,0.466903234,0.466903234,0.060167422,0.057461895,0.059555273,0.053137266,0,0,1,4
0.986666667,0.568662569,0.568662569,0.568662569,0.568662569,0.054355068,0.051955324,0.048478818,0.04535877,1,1,1,7
0.24,0.511731665,0.511731665,0.511731665,0.511731665,0.060362934,0.054447456,0.05645584,0.049179524,0,1,0,2
0.6,0.364638098,0.364638098,0.364638098,0.364638098,0.043906463,0.043333474,0.044614289,0.040268236,1,0,0,1
0.92,0.828958202,0.828958202,0.828958202,0.828958202,0.067623069,0.062887427,0.064999992,0.058229642,0,1,1,6
0.12,0.759201996,0.759201996,0.759201996,0.759201996,0.145774964,0.145169138,0.156516768,0.153047193,0,1,1,6
