V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
0.41,0.005211661,0.000481622,0.00023992,0.000177516,0.295707424,0.21966725,0.175059569,0.186837113,3.290282186,2.59315185,2.052309926,2.210347013
0.26,0.005638603,0.000521076,0.000259575,0.000192058,0.506653366,0.416351635,0.337257909,0.394370715,3.290282186,2.59315185,2.052309926,2.210347013
0.22,0.00564098,0.000521296,0.000259684,0.000192139,0.916322981,0.776541374,0.61657501,0.736397191,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005162726,0.000477099,0.000237668,0.000175849,0.274369935,0.20185901,0.167874369,0.179021744,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.005407619,0.000499731,0.000248941,0.000184191,0.27480001,0.209657891,0.159089947,0.173778532,3.290282186,2.59315185,2.052309926,2.210347013
0.52,0.005035678,0.000465359,0.000231819,0.000171522,0.252455346,0.194743226,0.147646469,0.162496327,3.290282186,2.59315185,2.052309926,2.210347013
0.65,0.005365225,0.000495813,0.00024699,0.000182747,0.252431523,0.18947423,0.152148947,0.164012157,3.290282186,2.59315185,2.052309926,2.210347013
0.25,0.005524591,0.00051054,0.000254326,0.000188175,0.657480286,0.549505873,0.43982497,0.520198057,3.290282186,2.59315185,2.052309926,2.210347013
0.83,0.006422308,0.0005935,0.000295653,0.000218752,0.266917358,0.199981875,0.156855035,0.170477155,3.290282186,2.59315185,2.052309926,2.210347013
0.5,0.005618563,0.000519224,0.000258652,0.000191376,0.269672376,0.20899318,0.157879712,0.174298485,3.290282186,2.59315185,2.052309926,2.210347013
0.78,0.005604259,0.000517903,0.000257994,0.000190889,0.308488575,0.230100085,0.180251846,0.194186363,3.290282186,2.59315185,2.052309926,2.210347013
0.24,0.005339658,0.00049345,0.000245813,0.000181876,0.732248304,0.61540086,0.488062937,0.579092655,3.290282186,2.59315185,2.052309926,2.210347013
0.25,0.005379203,0.000497105,0.000247633,0.000183223,0.563032338,0.46930722,0.372412,0.442356415,3.290282186,2.59315185,2.052309926,2.210347013
0.29,0.005071645,0.000468682,0.000233475,0.000172747,0.450385626,0.365416543,0.29336215,0.339568504,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005356527,0.000495009,0.000246589,0.00018245,0.274452687,0.201719682,0.166570494,0.177792333,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.006122112,0.000565758,0.000281833,0.000208527,0.281390412,0.215019392,0.162398676,0.177244219,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.004958039,0.000458184,0.000228245,0.000168877,0.246572056,0.181035036,0.147163444,0.156719722,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.005445348,0.000503217,0.000250678,0.000185476,0.229196009,0.172017599,0.137309768,0.148598403,3.290282186,2.59315185,2.052309926,2.210347013
0.53,0.005462661,0.000504817,0.000251475,0.000186066,0.23236107,0.178458883,0.135582277,0.149444524,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.005704955,0.000527208,0.000262629,0.000194318,0.213157577,0.161138146,0.121467214,0.133132727,3.290282186,2.59315185,2.052309926,2.210347013
0.22,0.00510216,0.000471502,0.000234879,0.000173786,0.958894654,0.814755954,0.633391983,0.757804746,3.290282186,2.59315185,2.052309926,2.210347013
0.89,0.006321662,0.000584199,0.00029102,0.000215324,0.211125603,0.155080193,0.121625251,0.132342692,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005400943,0.000499114,0.000248634,0.000183963,0.296964894,0.219240133,0.181492311,0.193800758,3.290282186,2.59315185,2.052309926,2.210347013
0.7,0.005767586,0.000532996,0.000265513,0.000196452,0.245346097,0.178865509,0.145127252,0.154753524,3.290282186,2.59315185,2.052309926,2.210347013
0.31,0.005182116,0.000478891,0.00023856,0.00017651,0.323124961,0.250463389,0.205950554,0.229946635,3.290282186,2.59315185,2.052309926,2.210347013
0.37,0.005091884,0.000470553,0.000234406,0.000173436,0.266919307,0.195850284,0.160399726,0.170576692,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005159906,0.000476839,0.000237538,0.000175753,0.312732301,0.233210968,0.194331779,0.208884672,3.290282186,2.59315185,2.052309926,2.210347013
0.78,0.00496399,0.000458734,0.000228519,0.00016908,0.281310822,0.207356618,0.166641008,0.177933402,3.290282186,2.59315185,2.052309926,2.210347013
0.47,0.00542175,0.000501036,0.000249592,0.000184672,0.291008119,0.224142052,0.169184613,0.185529165,3.290282186,2.59315185,2.052309926,2.210347013
0.69,0.00546442,0.00050498,0.000251556,0.000186125,0.243207886,0.178664883,0.146391349,0.15606399,3.290282186,2.59315185,2.052309926,2.210347013
0.24,0.005066298,0.000468188,0.000233229,0.000172565,0.747630457,0.630025591,0.493517051,0.587483391,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.00589104,0.000544405,0.000271196,0.000200657,0.685871154,0.575990211,0.462183768,0.551158094,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005487317,0.000507096,0.00025261,0.000186905,1.03084574,0.876353761,0.689981112,0.825596273,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.005518389,0.000509967,0.000254041,0.000187964,0.223381965,0.165359212,0.133654048,0.14372933,3.290282186,2.59315185,2.052309926,2.210347013
0.7,0.005052342,0.000466899,0.000232586,0.00017209,0.254490841,0.189368616,0.153754169,0.164775586,3.290282186,2.59315185,2.052309926,2.210347013
0.93,0.005285064,0.000488405,0.0002433,0.000180016,0.218987081,0.161607146,0.124995306,0.136666083,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.00585708,0.000541266,0.000269632,0.0001995,0.26609887,0.195622547,0.162247224,0.173536027,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.004976902,0.000459927,0.000229113,0.00016952,0.264907545,0.200214985,0.154086791,0.167138623,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.00514162,0.000475149,0.000236696,0.00017513,0.218887434,0.163482528,0.130938816,0.141311165,3.290282186,2.59315185,2.052309926,2.210347013
0.71,0.005338844,0.000493375,0.000245775,0.000181848,0.258719814,0.190442304,0.155306122,0.165374107,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.005129417,0.000474021,0.000236134,0.000174715,0.257393756,0.189953331,0.148349182,0.160144725,3.290282186,2.59315185,2.052309926,2.210347013
0.29,0.005502816,0.000508528,0.000253324,0.000187433,0.319436806,0.247078904,0.204357782,0.227758608,3.290282186,2.59315185,2.052309926,2.210347013
0.31,0.005248232,0.000485001,0.000241604,0.000178762,0.285464541,0.214690249,0.178695144,0.194954447,3.290282186,2.59315185,2.052309926,2.210347013
0.26,0.005439634,0.000502689,0.000250415,0.000185281,0.613565235,0.51250527,0.408267168,0.483942515,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.005157127,0.000476582,0.00023741,0.000175659,0.26277418,0.199960836,0.158183784,0.171342996,3.290282186,2.59315185,2.052309926,2.210347013
0.36,0.005645083,0.000521675,0.000259873,0.000192279,0.27144393,0.198794054,0.163631664,0.174293185,3.290282186,2.59315185,2.052309926,2.210347013
0.37,0.005025636,0.000464431,0.000231357,0.00017118,0.30790604,0.22851478,0.190066305,0.20312986,3.290282186,2.59315185,2.052309926,2.210347013
0.62,0.005104757,0.000471742,0.000234999,0.000173875,0.253246222,0.192748378,0.151954157,0.165197954,3.290282186,2.59315185,2.052309926,2.210347013
0.78,0.005577981,0.000515474,0.000256784,0.000189993,0.279616193,0.20668993,0.163439255,0.175768101,3.290282186,2.59315185,2.052309926,2.210347013
0.29,0.005445397,0.000503222,0.00025068,0.000185477,0.289887362,0.225469715,0.185422647,0.20950743,3.290282186,2.59315185,2.052309926,2.210347013
0.36,0.005570366,0.00051477,0.000256433,0.000189734,0.260786825,0.190669916,0.156984118,0.167172971,3.290282186,2.59315185,2.052309926,2.210347013
0.83,0.005265161,0.000486566,0.000242383,0.000179338,0.285022849,0.211875266,0.165656544,0.178712335,3.290282186,2.59315185,2.052309926,2.210347013
0.46,0.005545291,0.000512453,0.000255279,0.00018888,0.25043375,0.191256355,0.144505282,0.158322439,3.290282186,2.59315185,2.052309926,2.210347013
0.4,0.005176566,0.000478378,0.000238305,0.000176321,0.293108871,0.217703011,0.173855055,0.185530534,3.290282186,2.59315185,2.052309926,2.210347013
0.87,0.00574342,0.000530763,0.0002644,0.000195629,0.276757647,0.207908167,0.158679197,0.17375059,3.290282186,2.59315185,2.052309926,2.210347013
0.87,0.004898038,0.000452639,0.000225483,0.000166834,0.220849971,0.161313294,0.125543305,0.135774416,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.005931552,0.000548148,0.000273061,0.000202037,0.255515039,0.190789047,0.148750568,0.162057056,3.290282186,2.59315185,2.052309926,2.210347013
0.6,0.005425202,0.000501355,0.000249751,0.00018479,0.219890495,0.166979815,0.130234558,0.142612786,3.290282186,2.59315185,2.052309926,2.210347013
0.55,0.005113516,0.000472552,0.000235402,0.000174173,0.215002497,0.16436552,0.125784384,0.138600303,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.005102318,0.000471517,0.000234887,0.000173792,0.254791582,0.193980598,0.152427169,0.166133475,3.290282186,2.59315185,2.052309926,2.210347013
0.8,0.004883233,0.000451271,0.000224801,0.000166329,0.237050085,0.172882786,0.138863144,0.148382671,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.005582999,0.000515938,0.000257015,0.000190164,0.239981431,0.179649032,0.138293363,0.149705549,3.290282186,2.59315185,2.052309926,2.210347013
0.3,0.005143397,0.000475313,0.000236778,0.000175191,0.32081534,0.251162669,0.205285942,0.232075192,3.290282186,2.59315185,2.052309926,2.210347013
0.77,0.005625319,0.000519849,0.000258963,0.000191606,0.286230182,0.210550195,0.169554031,0.180977889,3.290282186,2.59315185,2.052309926,2.210347013
0.29,0.005363275,0.000495633,0.0002469,0.00018268,0.308751264,0.240781037,0.197961829,0.223196265,3.290282186,2.59315185,2.052309926,2.210347013
0.78,0.00577921,0.00053407,0.000266048,0.000196848,0.274379505,0.203277692,0.15894935,0.171431995,3.290282186,2.59315185,2.052309926,2.210347013
0.89,0.005995919,0.000554097,0.000276024,0.000204229,0.272795336,0.202023407,0.164150167,0.176559743,3.290282186,2.59315185,2.052309926,2.210347013
0.93,0.005510609,0.000509248,0.000253683,0.000187699,0.220154963,0.16235622,0.12669819,0.138042166,3.290282186,2.59315185,2.052309926,2.210347013
0.62,0.00494271,0.000456767,0.000227539,0.000168355,0.227771656,0.172617092,0.135276253,0.147915721,3.290282186,2.59315185,2.052309926,2.210347013
0.4,0.006238693,0.000576532,0.0002872,0.000212498,0.20501211,0.152671167,0.115817219,0.125981901,3.290282186,2.59315185,2.052309926,2.210347013
0.66,0.005362813,0.00049559,0.000246879,0.000182665,0.230442353,0.171526656,0.138453595,0.148827929,3.290282186,2.59315185,2.052309926,2.210347013
0.55,0.005114379,0.000472632,0.000235442,0.000174203,0.276388903,0.213991436,0.163231187,0.179762968,3.290282186,2.59315185,2.052309926,2.210347013
0.3,0.005296053,0.00048942,0.000243805,0.000180391,0.375268405,0.298865095,0.243184226,0.277784318,3.290282186,2.59315185,2.052309926,2.210347013
0.51,0.004947916,0.000457248,0.000227779,0.000168533,0.258168944,0.196782867,0.149756818,0.163791947,3.290282186,2.59315185,2.052309926,2.210347013
0.72,0.005193019,0.000479899,0.000239062,0.000176881,0.234272991,0.170399966,0.138708916,0.147776971,3.290282186,2.59315185,2.052309926,2.210347013
0.87,0.005318483,0.000491493,0.000244838,0.000181155,0.274438026,0.204754133,0.156643586,0.171168564,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.006097312,0.000563467,0.000280692,0.000207683,0.70960207,0.59682615,0.481175568,0.57394391,3.290282186,2.59315185,2.052309926,2.210347013
0.94,0.00516305,0.000477129,0.000237683,0.00017586,0.234394412,0.173876267,0.133933185,0.146513893,3.290282186,2.59315185,2.052309926,2.210347013
0.92,0.005448579,0.000503516,0.000250827,0.000185586,0.226605656,0.167365881,0.131258003,0.142698944,3.290282186,2.59315185,2.052309926,2.210347013
0.73,0.00592167,0.000547235,0.000272606,0.0002017,0.229386722,0.166894793,0.132032786,0.141599763,3.290282186,2.59315185,2.052309926,2.210347013
0.69,0.005207446,0.000481232,0.000239726,0.000177373,0.225215653,0.164144633,0.134020594,0.14280331,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.005779923,0.000534136,0.000266081,0.000196872,0.226769368,0.16794622,0.136060694,0.146329993,3.290282186,2.59315185,2.052309926,2.210347013
0.94,0.005540504,0.000512011,0.000255059,0.000188717,0.220655994,0.162515797,0.128232393,0.13926342,3.290282186,2.59315185,2.052309926,2.210347013
0.82,0.005313625,0.000491044,0.000244614,0.000180989,0.253145971,0.186906671,0.145539148,0.157119975,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.005183866,0.000479053,0.000238641,0.000176569,0.289075047,0.217868278,0.168848047,0.182236155,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.0051061,0.000471866,0.000235061,0.000173921,0.294459802,0.220580689,0.172904568,0.18562087,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.00509021,0.000470398,0.000234329,0.000173379,0.225729789,0.165143493,0.128235092,0.138691563,3.290282186,2.59315185,2.052309926,2.210347013
0.57,0.005584321,0.00051606,0.000257076,0.000190209,0.240428175,0.183860948,0.14272611,0.156595753,3.290282186,2.59315185,2.052309926,2.210347013
0.5,0.005404222,0.000499417,0.000248785,0.000184075,0.267406247,0.206368374,0.155776812,0.171396373,3.290282186,2.59315185,2.052309926,2.210347013
0.65,0.005747918,0.000531178,0.000264607,0.000195782,0.220511328,0.160459267,0.131141832,0.139718092,3.290282186,2.59315185,2.052309926,2.210347013
0.68,0.004876952,0.00045069,0.000224512,0.000166116,0.241902421,0.181922566,0.145177345,0.157018824,3.290282186,2.59315185,2.052309926,2.210347013
0.54,0.005196304,0.000480202,0.000239213,0.000176993,0.238965117,0.184243178,0.139493232,0.153714636,3.290282186,2.59315185,2.052309926,2.210347013
0.54,0.004986257,0.000460792,0.000229544,0.000169839,0.249952341,0.192504238,0.146004108,0.160674124,3.290282186,2.59315185,2.052309926,2.210347013
0.88,0.005332016,0.000492744,0.000245461,0.000181616,0.232211423,0.17203555,0.132059771,0.14461891,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.005039234,0.000465687,0.000231983,0.000171643,0.225816323,0.170510839,0.134835137,0.14625057,3.290282186,2.59315185,2.052309926,2.210347013
0.62,0.005476372,0.000506084,0.000252106,0.000186533,0.240853613,0.180798906,0.14483131,0.156322414,3.290282186,2.59315185,2.052309926,2.210347013
0.42,0.00585799,0.00054135,0.000269674,0.000199531,0.272684415,0.207380367,0.157395406,0.171129863,3.290282186,2.59315185,2.052309926,2.210347013
0.31,0.005768291,0.000533061,0.000265545,0.000196476,0.298420604,0.226721548,0.189260372,0.20850236,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.00557738,0.000515419,0.000256756,0.000189973,0.265662687,0.20017705,0.153762355,0.166438839,3.290282186,2.59315185,2.052309926,2.210347013
0.66,0.005177505,0.000478465,0.000238348,0.000176353,0.204255534,0.151647528,0.121617374,0.131508827,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.006080249,0.00056189,0.000279906,0.000207101,0.265194532,0.196053451,0.152776967,0.164806965,3.290282186,2.59315185,2.052309926,2.210347013
0.87,0.005408571,0.000499819,0.000248985,0.000184223,0.254711523,0.188892437,0.144595601,0.157535743,3.290282186,2.59315185,2.052309926,2.210347013
0.43,0.005299247,0.000489716,0.000243952,0.000180499,0.284778574,0.212798474,0.166670825,0.178961087,3.290282186,2.59315185,2.052309926,2.210347013
0.88,0.005888289,0.00054415,0.000271069,0.000200563,0.225893761,0.166481746,0.131636496,0.143105356,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.004864492,0.000449539,0.000223938,0.000165691,0.24112402,0.183502012,0.143581295,0.156689636,3.290282186,2.59315185,2.052309926,2.210347013
0.29,0.00499167,0.000461292,0.000229793,0.000170023,0.319408497,0.250346717,0.203702255,0.230762901,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005275478,0.000487519,0.000242858,0.00017969,0.727414424,0.613371231,0.480907178,0.574904215,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005689175,0.00052575,0.000261903,0.000193781,0.965022215,0.819173433,0.64964639,0.777034354,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005517368,0.000509873,0.000253994,0.000187929,0.716468705,0.6028381,0.478391274,0.570332604,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.005434056,0.000502174,0.000250158,0.000185091,0.274831754,0.203242298,0.162202291,0.173080324,3.290282186,2.59315185,2.052309926,2.210347013
0.91,0.00544622,0.000503298,0.000250718,0.000185506,0.23373832,0.173238154,0.134496595,0.146779113,3.290282186,2.59315185,2.052309926,2.210347013
0.58,0.005120868,0.000473231,0.000235741,0.000174424,0.240130445,0.184532705,0.141831778,0.156073659,3.290282186,2.59315185,2.052309926,2.210347013
0.82,0.004912161,0.000453944,0.000226133,0.000167315,0.242221464,0.176957879,0.1432073,0.152454114,3.290282186,2.59315185,2.052309926,2.210347013
0.79,0.005570154,0.000514751,0.000256424,0.000189727,0.270464175,0.200151926,0.157637915,0.169347695,3.290282186,2.59315185,2.052309926,2.210347013
0.68,0.005323016,0.000491912,0.000245047,0.000181309,0.244698551,0.179499777,0.14666118,0.156186613,3.290282186,2.59315185,2.052309926,2.210347013
0.32,0.005893677,0.000544648,0.000271317,0.000200747,0.291626417,0.216157466,0.18074165,0.194273791,3.290282186,2.59315185,2.052309926,2.210347013
0.51,0.005267481,0.00048678,0.00024249,0.000179417,0.274314264,0.212322118,0.160093085,0.176509373,3.290282186,2.59315185,2.052309926,2.210347013
0.73,0.005711201,0.000527785,0.000262917,0.000194531,0.263227314,0.193389259,0.154050693,0.164688397,3.290282186,2.59315185,2.052309926,2.210347013
0.53,0.005933475,0.000548326,0.000273149,0.000202102,0.278100865,0.214734202,0.166114749,0.182251799,3.290282186,2.59315185,2.052309926,2.210347013
0.39,0.00526417,0.000486474,0.000242338,0.000179305,0.232051465,0.169471531,0.13699986,0.14610672,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005808588,0.000536785,0.0002674,0.000197848,0.943304914,0.799040749,0.637610165,0.761670466,3.290282186,2.59315185,2.052309926,2.210347013
0.92,0.005508949,0.000509095,0.000253606,0.000187642,0.199694394,0.145208167,0.115086982,0.125119943,3.290282186,2.59315185,2.052309926,2.210347013
0.75,0.00514425,0.000475392,0.000236817,0.00017522,0.22867148,0.166603063,0.135072925,0.143692072,3.290282186,2.59315185,2.052309926,2.210347013
0.8,0.005412966,0.000500225,0.000249188,0.000184373,0.28250636,0.210001947,0.163879167,0.176823841,3.290282186,2.59315185,2.052309926,2.210347013
0.55,0.004982205,0.000460417,0.000229357,0.000169701,0.242458111,0.186915756,0.142023999,0.156278407,3.290282186,2.59315185,2.052309926,2.210347013
0.79,0.005321335,0.000491757,0.000244969,0.000181252,0.243322121,0.17865,0.140749863,0.151211552,3.290282186,2.59315185,2.052309926,2.210347013
0.27,0.005251341,0.000485288,0.000241747,0.000178868,0.38114386,0.307323193,0.248013839,0.28681323,3.290282186,2.59315185,2.052309926,2.210347013
0.51,0.005882849,0.000543648,0.000270819,0.000200378,0.286395924,0.223002752,0.169484046,0.186732507,3.290282186,2.59315185,2.052309926,2.210347013
0.26,0.00522874,0.0004832,0.000240707,0.000178098,0.407099833,0.331236717,0.265533639,0.310069003,3.290282186,2.59315185,2.052309926,2.210347013
0.78,0.005702221,0.000526955,0.000262503,0.000194225,0.210352716,0.152838656,0.117729769,0.12760075,3.290282186,2.59315185,2.052309926,2.210347013
0.39,0.004924264,0.000455063,0.00022669,0.000167727,0.310302897,0.230304537,0.186086192,0.19798505,3.290282186,2.59315185,2.052309926,2.210347013
0.67,0.004294459,0.000396861,0.000197697,0.000146275,0.21236266,0.161207584,0.12542433,0.137299665,3.290282186,2.59315185,2.052309926,2.210347013
0.31,0.005902642,0.000545477,0.00027173,0.000201052,0.296177944,0.221930403,0.185893423,0.201505399,3.290282186,2.59315185,2.052309926,2.210347013
0.39,0.005602576,0.000517747,0.000257916,0.000190831,0.263558218,0.195407193,0.153844512,0.164723085,3.290282186,2.59315185,2.052309926,2.210347013
0.63,0.005629695,0.000520253,0.000259165,0.000191755,0.22691396,0.167185831,0.136006902,0.145342055,3.290282186,2.59315185,2.052309926,2.210347013
0.21,0.005168895,0.00047767,0.000237952,0.000176059,1.116721172,0.952808356,0.737347312,0.884454041,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005169132,0.000477691,0.000237963,0.000176068,0.992055504,0.843531887,0.656681778,0.786107006,3.290282186,2.59315185,2.052309926,2.210347013
0.89,0.005268591,0.000486883,0.000242541,0.000179455,0.278270085,0.207624658,0.159219191,0.173566915,3.290282186,2.59315185,2.052309926,2.210347013
0.73,0.005421491,0.000501012,0.00024958,0.000184663,0.285391631,0.209979203,0.171075185,0.182198029,3.290282186,2.59315185,2.052309926,2.210347013
0.51,0.005361374,0.000495457,0.000246812,0.000182616,0.28220771,0.218680824,0.165475823,0.182620897,3.290282186,2.59315185,2.052309926,2.210347013
0.8,0.005248712,0.000485046,0.000241626,0.000178778,0.276039463,0.203964531,0.161578103,0.17337169,3.290282186,2.59315185,2.052309926,2.210347013
0.8,0.006163984,0.000569628,0.000283761,0.000209954,0.295126504,0.220524485,0.169514639,0.184073379,3.290282186,2.59315185,2.052309926,2.210347013
0.84,0.005414946,0.000500408,0.000249279,0.00018444,0.235291755,0.172897098,0.133566933,0.144769368,3.290282186,2.59315185,2.052309926,2.210347013
0.76,0.005643912,0.000521567,0.000259819,0.000192239,0.266967139,0.195794458,0.157031889,0.167573123,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.004678931,0.000432391,0.000215396,0.000159371,0.276188644,0.203777547,0.162858255,0.174489098,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.005681963,0.000525083,0.000261571,0.000193535,0.259246798,0.197200834,0.149452802,0.163081351,3.290282186,2.59315185,2.052309926,2.210347013
0.5,0.005313321,0.000491016,0.0002446,0.000180979,0.263342763,0.203696155,0.15407246,0.169855003,3.290282186,2.59315185,2.052309926,2.210347013
0.38,0.005223136,0.000482682,0.000240449,0.000177907,0.245043964,0.178686192,0.145391348,0.154608545,3.290282186,2.59315185,2.052309926,2.210347013
0.55,0.005101068,0.000471401,0.000234829,0.000173749,0.278412617,0.215744087,0.164451761,0.181077785,3.290282186,2.59315185,2.052309926,2.210347013
0.8,0.005605472,0.000518015,0.00025805,0.00019093,0.240786462,0.175844194,0.139631661,0.149855632,3.290282186,2.59315185,2.052309926,2.210347013
0.3,0.005010821,0.000463061,0.000230675,0.000170675,0.266912939,0.207240482,0.168570183,0.191480313,3.290282186,2.59315185,2.052309926,2.210347013
0.79,0.005421142,0.00050098,0.000249564,0.000184651,0.279626865,0.207684735,0.16310153,0.175473964,3.290282186,2.59315185,2.052309926,2.210347013
0.86,0.004513127,0.000417068,0.000207763,0.000153723,0.274808086,0.202423301,0.163689064,0.174495408,3.290282186,2.59315185,2.052309926,2.210347013
0.27,0.005514169,0.000509577,0.000253846,0.00018782,0.378211621,0.303134438,0.24696885,0.284338737,3.290282186,2.59315185,2.052309926,2.210347013
0.26,0.005861956,0.000541717,0.000269857,0.000199666,0.542433878,0.449361464,0.364315983,0.429798543,3.290282186,2.59315185,2.052309926,2.210347013
0.54,0.005425988,0.000501428,0.000249787,0.000184816,0.211633284,0.162138589,0.123445313,0.136129071,3.290282186,2.59315185,2.052309926,2.210347013
0.59,0.005269883,0.000487002,0.000242601,0.000179499,0.270322692,0.205791927,0.162918627,0.176922625,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.005171979,0.000477954,0.000238094,0.000176165,0.269724614,0.199809321,0.155245619,0.167889583,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.005686573,0.000525509,0.000261783,0.000193692,0.266067798,0.196435507,0.155983994,0.166755875,3.290282186,2.59315185,2.052309926,2.210347013
0.76,0.006130916,0.000566572,0.000282239,0.000208827,0.212556155,0.153639986,0.121176549,0.130155435,3.290282186,2.59315185,2.052309926,2.210347013
0.93,0.005403538,0.000499353,0.000248754,0.000184052,0.219334641,0.161500174,0.123611425,0.135421879,3.290282186,2.59315185,2.052309926,2.210347013
0.84,0.005659851,0.00052304,0.000260553,0.000192782,0.285399653,0.213022223,0.163150001,0.177962542,3.290282186,2.59315185,2.052309926,2.210347013
0.72,0.005391451,0.000498236,0.000248197,0.00018364,0.242737978,0.178196073,0.145268938,0.154758026,3.290282186,2.59315185,2.052309926,2.210347013
0.37,0.004948506,0.000457303,0.000227806,0.000168553,0.296240284,0.218300632,0.179162528,0.19027282,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005489147,0.000507265,0.000252695,0.000186968,0.799688124,0.674808172,0.534934506,0.63766546,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.005778813,0.000534033,0.000266029,0.000196834,0.253741758,0.19427644,0.146015056,0.160110174,3.290282186,2.59315185,2.052309926,2.210347013
0.88,0.00570488,0.000527201,0.000262626,0.000194316,0.233161896,0.173008756,0.134233697,0.146234765,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.005047562,0.000466457,0.000232366,0.000171927,0.250698931,0.184189685,0.149989583,0.159737046,3.290282186,2.59315185,2.052309926,2.210347013
0.93,0.006491226,0.000599869,0.000298826,0.0002211,0.26263408,0.191194532,0.158137328,0.168757928,3.290282186,2.59315185,2.052309926,2.210347013
0.21,0.005663722,0.000523398,0.000260731,0.000192914,0.897437274,0.761386722,0.599155991,0.718524373,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.005526729,0.000510738,0.000254425,0.000188248,0.255057539,0.194411959,0.147108862,0.161080238,3.290282186,2.59315185,2.052309926,2.210347013
0.58,0.005614408,0.00051884,0.000258461,0.000191234,0.245621813,0.187412175,0.146947556,0.160282348,3.290282186,2.59315185,2.052309926,2.210347013
0.57,0.005361026,0.000495425,0.000246796,0.000182604,0.227318091,0.174222712,0.133881776,0.147226854,3.290282186,2.59315185,2.052309926,2.210347013
0.63,0.005200844,0.000480622,0.000239422,0.000177148,0.239283306,0.181365894,0.142971167,0.155647538,3.290282186,2.59315185,2.052309926,2.210347013
0.92,0.005698043,0.000526569,0.000262311,0.000194083,0.266778162,0.19832569,0.159605323,0.172188097,3.290282186,2.59315185,2.052309926,2.210347013
0.91,0.005460933,0.000504657,0.000251396,0.000186007,0.290795244,0.219268097,0.170051508,0.185715469,3.290282186,2.59315185,2.052309926,2.210347013
0.21,0.005196022,0.000480176,0.0002392,0.000176983,1.14744096,0.979661902,0.759809394,0.911058478,3.290282186,2.59315185,2.052309926,2.210347013
0.61,0.005455918,0.000504194,0.000251165,0.000185836,0.241202415,0.182087338,0.144776666,0.157008166,3.290282186,2.59315185,2.052309926,2.210347013
0.34,0.004891253,0.000452012,0.00022517,0.000166603,0.315403923,0.237350161,0.197184069,0.213542885,3.290282186,2.59315185,2.052309926,2.210347013
0.56,0.005412097,0.000500144,0.000249148,0.000184343,0.211162117,0.161083023,0.123299621,0.136131763,3.290282186,2.59315185,2.052309926,2.210347013
0.22,0.005299156,0.000489707,0.000243948,0.000180496,0.985220179,0.837790203,0.654391423,0.783555515,3.290282186,2.59315185,2.052309926,2.210347013
0.7,0.00562069,0.000519421,0.00025875,0.000191448,0.269130237,0.199905838,0.162990268,0.173926306,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005596718,0.000517206,0.000257647,0.000190632,0.799751825,0.67555569,0.536062302,0.640031117,3.290282186,2.59315185,2.052309926,2.210347013
