V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
0.92,0.005301244,0.0004899,0.000244044,0.000180567,0.283897127,0.213878658,0.163783295,0.179396387,3.290282186,2.59315185,2.052309926,2.210347013
0.6,0.006140411,0.00056745,0.000282676,0.000209151,0.26116752,0.194639528,0.158114763,0.169563837,3.290282186,2.59315185,2.052309926,2.210347013
0.28,0.004913731,0.000454089,0.000226205,0.000167368,0.365914346,0.295401584,0.23500557,0.273068556,3.290282186,2.59315185,2.052309926,2.210347013
0.72,0.005045071,0.000466227,0.000232251,0.000171842,0.254985713,0.188481014,0.153698555,0.164029456,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.005229691,0.000483288,0.00024075,0.00017813,0.251097698,0.189157651,0.145022593,0.157592918,3.290282186,2.59315185,2.052309926,2.210347013
0.48,0.005149743,0.0004759,0.00023707,0.000175407,0.286618195,0.218267042,0.166786792,0.181354407,3.290282186,2.59315185,2.052309926,2.210347013
0.37,0.00541392,0.000500313,0.000249231,0.000184405,0.267948758,0.196886551,0.158996835,0.169161797,3.290282186,2.59315185,2.052309926,2.210347013
0.5,0.005239896,0.000484231,0.00024122,0.000178478,0.270508395,0.208322224,0.157224927,0.172869044,3.290282186,2.59315185,2.052309926,2.210347013
0.87,0.00515474,0.000476361,0.0002373,0.000175577,0.256362206,0.190926608,0.145745362,0.159362671,3.290282186,2.59315185,2.052309926,2.210347013
0.89,0.004967085,0.00045902,0.000228661,0.000169186,0.214617282,0.156244792,0.12064801,0.131109647,3.290282186,2.59315185,2.052309926,2.210347013
0.63,0.005953044,0.000550134,0.00027405,0.000202769,0.281267262,0.208976387,0.170467197,0.182156,3.290282186,2.59315185,2.052309926,2.210347013
0.25,0.005634478,0.000520695,0.000259385,0.000191918,0.535934403,0.445024037,0.357253484,0.422560261,3.290282186,2.59315185,2.052309926,2.210347013
0.37,0.004514399,0.000417186,0.000207822,0.000153766,0.266330594,0.197924259,0.163882208,0.17662071,3.290282186,2.59315185,2.052309926,2.210347013
0.65,0.005329244,0.000492488,0.000245333,0.000181521,0.239164959,0.17788055,0.144464296,0.154379923,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.005382527,0.000497412,0.000247786,0.000183336,0.202003297,0.145323594,0.118456601,0.126167269,3.290282186,2.59315185,2.052309926,2.210347013
0.89,0.005423942,0.000501239,0.000249693,0.000184747,0.241318708,0.179216031,0.138358459,0.150956633,3.290282186,2.59315185,2.052309926,2.210347013
0.55,0.005188679,0.000479498,0.000238862,0.000176733,0.245281838,0.18865292,0.143391002,0.157896321,3.290282186,2.59315185,2.052309926,2.210347013
0.32,0.005899269,0.000545165,0.000271575,0.000200937,0.270992874,0.201448295,0.168582409,0.182619958,3.290282186,2.59315185,2.052309926,2.210347013
0.46,0.005538078,0.000511787,0.000254947,0.000188634,0.267015936,0.204363712,0.15455187,0.169089355,3.290282186,2.59315185,2.052309926,2.210347013
0.81,0.005659435,0.000523001,0.000260534,0.000192768,0.264246128,0.195636008,0.151626293,0.164298094,3.290282186,2.59315185,2.052309926,2.210347013
0.31,0.005014083,0.000463363,0.000230825,0.000170786,0.320356265,0.250101921,0.20395653,0.229866757,3.290282186,2.59315185,2.052309926,2.210347013
0.76,0.005627223,0.000520025,0.000259051,0.000191671,0.229324989,0.166470027,0.132612821,0.142070836,3.290282186,2.59315185,2.052309926,2.210347013
0.78,0.006075655,0.000561465,0.000279695,0.000206945,0.234490516,0.172663298,0.13222579,0.143844744,3.290282186,2.59315185,2.052309926,2.210347013
0.53,0.005938156,0.000548759,0.000273365,0.000202262,0.276083908,0.213873055,0.164389216,0.180373448,3.290282186,2.59315185,2.052309926,2.210347013
0.27,0.00524976,0.000485142,0.000241674,0.000178814,0.451471824,0.366726546,0.295811483,0.342128416,3.290282186,2.59315185,2.052309926,2.210347013
0.49,0.005549146,0.000512809,0.000255457,0.000189011,0.249770395,0.192228349,0.144714183,0.159323484,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.005501311,0.000508389,0.000253255,0.000187382,0.947409829,0.803847786,0.634179318,0.758394707,3.290282186,2.59315185,2.052309926,2.210347013
0.9,0.005823971,0.000538207,0.000268108,0.000198372,0.264360143,0.197762851,0.154638279,0.168577754,3.290282186,2.59315185,2.052309926,2.210347013
0.76,0.006143587,0.000567743,0.000282822,0.000209259,0.253658099,0.186665322,0.146005268,0.15767031,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.005485028,0.000506884,0.000252505,0.000186827,0.22929895,0.168844039,0.137635047,0.147113055,3.290282186,2.59315185,2.052309926,2.210347013
0.68,0.005391134,0.000498207,0.000248182,0.000183629,0.248131313,0.184621502,0.149692496,0.160515704,3.290282186,2.59315185,2.052309926,2.210347013
0.34,0.005632121,0.000520477,0.000259276,0.000191838,0.327328066,0.242374078,0.200498936,0.213854577,3.290282186,2.59315185,2.052309926,2.210347013
0.34,0.005840523,0.000539736,0.00026887,0.000198936,0.349607954,0.259998244,0.215720225,0.230581403,3.290282186,2.59315185,2.052309926,2.210347013
0.59,0.004880854,0.000451051,0.000224692,0.000166248,0.231366426,0.176393705,0.137189051,0.150117689,3.290282186,2.59315185,2.052309926,2.210347013
0.63,0.005903805,0.000545584,0.000271783,0.000201091,0.249653758,0.184544596,0.150411101,0.16096152,3.290282186,2.59315185,2.052309926,2.210347013
0.71,0.005330615,0.000492614,0.000245396,0.000181568,0.242241077,0.178287424,0.145530226,0.154778568,3.290282186,2.59315185,2.052309926,2.210347013
0.46,0.005837169,0.000539426,0.000268716,0.000198822,0.275259036,0.213016718,0.160242692,0.17627356,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.005512665,0.000509438,0.000253777,0.000187769,0.226234586,0.169201287,0.129580172,0.140243829,3.290282186,2.59315185,2.052309926,2.210347013
0.89,0.005264596,0.000486513,0.000242357,0.000179319,0.24497411,0.18173972,0.138891881,0.151927395,3.290282186,2.59315185,2.052309926,2.210347013
0.47,0.005057703,0.000467394,0.000232833,0.000172272,0.267231401,0.201618589,0.155060131,0.168108023,3.290282186,2.59315185,2.052309926,2.210347013
0.39,0.004836729,0.000446973,0.00022266,0.000164745,0.293790361,0.216865701,0.178343711,0.189355096,3.290282186,2.59315185,2.052309926,2.210347013
0.73,0.005557643,0.000513595,0.000255848,0.000189301,0.230683293,0.16740853,0.134825926,0.143924591,3.290282186,2.59315185,2.052309926,2.210347013
0.67,0.005403118,0.000499315,0.000248734,0.000184037,0.240746795,0.178248505,0.144787298,0.155173161,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.004971114,0.000459392,0.000228847,0.000169323,0.303232591,0.224915568,0.180497889,0.192442241,3.290282186,2.59315185,2.052309926,2.210347013
0.75,0.006022791,0.00055658,0.000277261,0.000205144,0.26315592,0.193929494,0.152454092,0.163975185,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.005610146,0.000518447,0.000258265,0.000191089,0.192127531,0.137391933,0.110301848,0.117725054,3.290282186,2.59315185,2.052309926,2.210347013
0.24,0.005039144,0.000465679,0.000231979,0.00017164,0.777670198,0.656798284,0.51262729,0.611386235,3.290282186,2.59315185,2.052309926,2.210347013
0.53,0.005473386,0.000505808,0.000251969,0.000186431,0.257055713,0.198802374,0.150913187,0.166415811,3.290282186,2.59315185,2.052309926,2.210347013
0.84,0.004907777,0.000453539,0.000225931,0.000167165,0.276724472,0.204225301,0.162652509,0.174100537,3.290282186,2.59315185,2.052309926,2.210347013
0.73,0.005241592,0.000484388,0.000241298,0.000178536,0.214413529,0.155082292,0.126606217,0.134709384,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005507289,0.000508941,0.00025353,0.000187586,0.292185208,0.215235878,0.178070138,0.189915688,3.290282186,2.59315185,2.052309926,2.210347013
0.94,0.006126326,0.000566148,0.000282027,0.000208671,0.230327334,0.167362346,0.123973697,0.136657538,3.290282186,2.59315185,2.052309926,2.210347013
0.67,0.005592994,0.000516862,0.000257475,0.000190505,0.233897272,0.170944596,0.139393765,0.148257183,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.005487072,0.000507073,0.000252599,0.000186897,0.260957583,0.193962491,0.148592291,0.162001398,3.290282186,2.59315185,2.052309926,2.210347013
0.31,0.005570311,0.000514765,0.000256431,0.000189732,0.228155446,0.168847783,0.140980363,0.153684638,3.290282186,2.59315185,2.052309926,2.210347013
0.72,0.005739967,0.000530444,0.000264241,0.000195511,0.231023649,0.167429165,0.13573278,0.144461616,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.00513869,0.000474878,0.000236561,0.000175031,0.260241688,0.196029058,0.157028028,0.169374798,3.290282186,2.59315185,2.052309926,2.210347013
0.32,0.005036677,0.000465451,0.000231865,0.000171556,0.30864353,0.234959449,0.193973964,0.213107401,3.290282186,2.59315185,2.052309926,2.210347013
0.6,0.004726163,0.000436756,0.00021757,0.000160979,0.272150792,0.210441215,0.160949884,0.177141166,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005501521,0.000508408,0.000253264,0.000187389,0.275717085,0.202807051,0.167443947,0.178877615,3.290282186,2.59315185,2.052309926,2.210347013
0.76,0.00537707,0.000496907,0.000247535,0.00018315,0.283845485,0.209238369,0.167845127,0.179339228,3.290282186,2.59315185,2.052309926,2.210347013
0.42,0.005858287,0.000541378,0.000269688,0.000199541,0.234028864,0.176313009,0.134108219,0.145699934,3.290282186,2.59315185,2.052309926,2.210347013
0.92,0.005197501,0.000480313,0.000239269,0.000177034,0.28723824,0.214205613,0.164543511,0.179244884,3.290282186,2.59315185,2.052309926,2.210347013
0.81,0.005112681,0.000472475,0.000235364,0.000174145,0.235192819,0.171065993,0.137594788,0.146768836,3.290282186,2.59315185,2.052309926,2.210347013
0.37,0.005373483,0.000496576,0.00024737,0.000183028,0.289812495,0.213249554,0.175298089,0.186605933,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005011565,0.00046313,0.000230709,0.000170701,0.255667322,0.188280079,0.156414885,0.168007311,3.290282186,2.59315185,2.052309926,2.210347013
0.9,0.005109345,0.000472166,0.00023521,0.000174031,0.241915128,0.179108817,0.136829408,0.149628324,3.290282186,2.59315185,2.052309926,2.210347013
0.24,0.004676629,0.000432178,0.00021529,0.000159292,0.799032161,0.675852805,0.519619676,0.620826328,3.290282186,2.59315185,2.052309926,2.210347013
0.81,0.005574057,0.000515111,0.000256603,0.00018986,0.266471005,0.19800863,0.151734232,0.165570709,3.290282186,2.59315185,2.052309926,2.210347013
0.21,0.005481773,0.000506583,0.000252355,0.000186717,1.41171747,1.208000656,0.942924959,1.13153099,3.290282186,2.59315185,2.052309926,2.210347013
0.26,0.005444232,0.000503114,0.000250627,0.000185438,0.492270551,0.40639672,0.325484867,0.38348255,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.005481936,0.000506598,0.000252363,0.000186722,0.228611493,0.167205458,0.136362449,0.14530175,3.290282186,2.59315185,2.052309926,2.210347013
0.94,0.005271749,0.000487174,0.000242687,0.000179563,0.289548962,0.218365011,0.170545982,0.185628017,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.005880606,0.00054344,0.000270715,0.000200301,0.257276911,0.191340785,0.155646296,0.166876104,3.290282186,2.59315185,2.052309926,2.210347013
0.24,0.004987967,0.000460949,0.000229623,0.000169897,0.745160935,0.627876736,0.490471112,0.583702038,3.290282186,2.59315185,2.052309926,2.210347013
0.69,0.005672708,0.000524228,0.000261145,0.00019322,0.249722207,0.183279637,0.149604887,0.159390532,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.005615118,0.000518906,0.000258494,0.000191258,0.297211106,0.229631173,0.173143728,0.189920102,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.005221811,0.00048256,0.000240388,0.000177862,0.28774762,0.212916887,0.177020867,0.189064306,3.290282186,2.59315185,2.052309926,2.210347013
0.28,0.005223895,0.000482752,0.000240484,0.000177933,0.452834698,0.367581571,0.296131559,0.342421926,3.290282186,2.59315185,2.052309926,2.210347013
0.6,0.005190178,0.000479636,0.000238931,0.000176784,0.259627502,0.198897182,0.155307621,0.169902713,3.290282186,2.59315185,2.052309926,2.210347013
0.2,0.005209806,0.00048145,0.000239835,0.000177453,1.591231,1.365659122,1.052424863,1.264114802,3.290282186,2.59315185,2.052309926,2.210347013
0.25,0.005441516,0.000502863,0.000250502,0.000185345,0.655228943,0.54859254,0.436372109,0.517640181,3.290282186,2.59315185,2.052309926,2.210347013
0.41,0.005178654,0.000478571,0.000238401,0.000176392,0.289036311,0.216915339,0.169255933,0.182058052,3.290282186,2.59315185,2.052309926,2.210347013
0.94,0.004779491,0.000441684,0.000220025,0.000162796,0.261861583,0.195429426,0.14955108,0.1638124,3.290282186,2.59315185,2.052309926,2.210347013
0.49,0.00602257,0.00055656,0.000277251,0.000205137,0.281995193,0.218651597,0.163926432,0.180441643,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.005461764,0.000504734,0.000251434,0.000186035,0.248898525,0.186034746,0.150205783,0.161728514,3.290282186,2.59315185,2.052309926,2.210347013
0.64,0.004881784,0.000451137,0.000224734,0.00016628,0.278759994,0.213613429,0.167476227,0.182428393,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.00567022,0.000523998,0.00026103,0.000193135,0.282648003,0.216509358,0.163299706,0.178598431,3.290282186,2.59315185,2.052309926,2.210347013
0.68,0.005769577,0.00053318,0.000265604,0.00019652,0.261649339,0.192520243,0.156937567,0.166976837,3.290282186,2.59315185,2.052309926,2.210347013
0.32,0.005562827,0.000514074,0.000256086,0.000189477,0.316484669,0.238572418,0.199166382,0.216915747,3.290282186,2.59315185,2.052309926,2.210347013
0.7,0.005477156,0.000506157,0.000252143,0.000186559,0.282350431,0.208180369,0.169410083,0.180243627,3.290282186,2.59315185,2.052309926,2.210347013
0.74,0.005159673,0.000476817,0.000237527,0.000175745,0.214210579,0.15553828,0.127134716,0.135270259,3.290282186,2.59315185,2.052309926,2.210347013
0.4,0.005398611,0.000498898,0.000248527,0.000183884,0.240612467,0.176521027,0.141362264,0.150843596,3.290282186,2.59315185,2.052309926,2.210347013
0.54,0.00535224,0.000494613,0.000246392,0.000182304,0.257682052,0.199366911,0.151277304,0.166876084,3.290282186,2.59315185,2.052309926,2.210347013
0.83,0.005494028,0.000507716,0.000252919,0.000187134,0.256614898,0.19081207,0.145686805,0.159185598,3.290282186,2.59315185,2.052309926,2.210347013
0.59,0.005616123,0.000518999,0.00025854,0.000191293,0.25675416,0.195706783,0.154328238,0.167939162,3.290282186,2.59315185,2.052309926,2.210347013
0.83,0.005283355,0.000488247,0.000243221,0.000179958,0.252657877,0.186317063,0.146277961,0.15730945,3.290282186,2.59315185,2.052309926,2.210347013
0.72,0.0052503,0.000485192,0.000241699,0.000178832,0.28900644,0.214084798,0.174772843,0.185977876,3.290282186,2.59315185,2.052309926,2.210347013
0.35,0.0053764,0.000496846,0.000247504,0.000183127,0.272719711,0.200094467,0.165039855,0.175678388,3.290282186,2.59315185,2.052309926,2.210347013
0.23,0.00450643,0.00041645,0.000207455,0.000153495,0.863662659,0.733050551,0.558777329,0.668279378,3.290282186,2.59315185,2.052309926,2.210347013
0.83,0.005761414,0.000532426,0.000265228,0.000196241,0.246609047,0.182119492,0.140228758,0.151811898,3.290282186,2.59315185,2.052309926,2.210347013
0.27,0.005336998,0.000493204,0.00024569,0.000181785,0.491236275,0.399303617,0.32326975,0.373069346,3.290282186,2.59315185,2.052309926,2.210347013
0.56,0.005459535,0.000504528,0.000251331,0.000185959,0.270850902,0.208080742,0.162215162,0.177235792,3.290282186,2.59315185,2.052309926,2.210347013
0.32,0.006007653,0.000555181,0.000276564,0.000204629,0.263744667,0.193829782,0.161565187,0.173174759,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.005455342,0.000504141,0.000251138,0.000185816,0.276888559,0.210015281,0.160479233,0.174238886,3.290282186,2.59315185,2.052309926,2.210347013
0.27,0.005140601,0.000475055,0.000236649,0.000175096,0.478607127,0.392132358,0.31346799,0.365917257,3.290282186,2.59315185,2.052309926,2.210347013
0.94,0.005318084,0.000491456,0.00024482,0.000181141,0.256763382,0.190628116,0.15236859,0.164875819,3.290282186,2.59315185,2.052309926,2.210347013
0.87,0.005606115,0.000518074,0.000258079,0.000190952,0.197024338,0.143225719,0.109813442,0.120297435,3.290282186,2.59315185,2.052309926,2.210347013
0.48,0.005243821,0.000484594,0.000241401,0.000178612,0.272723048,0.208940833,0.15854719,0.173423218,3.290282186,2.59315185,2.052309926,2.210347013
0.22,0.006206424,0.00057355,0.000285715,0.000211399,0.99887844,0.847310903,0.681580558,0.815469958,3.290282186,2.59315185,2.052309926,2.210347013
0.45,0.004658489,0.000430502,0.000214455,0.000158674,0.273448334,0.204423058,0.160565092,0.172455596,3.290282186,2.59315185,2.052309926,2.210347013
0.5,0.00510744,0.00047199,0.000235123,0.000173966,0.286801802,0.22096561,0.167139158,0.183290252,3.290282186,2.59315185,2.052309926,2.210347013
0.85,0.005065538,0.000468118,0.000233194,0.000172539,0.256568053,0.18932038,0.146945204,0.158936345,3.290282186,2.59315185,2.052309926,2.210347013
0.58,0.005121376,0.000473278,0.000235764,0.000174441,0.194168946,0.146338559,0.114164467,0.124782302,3.290282186,2.59315185,2.052309926,2.210347013
0.44,0.005826285,0.00053842,0.000268215,0.000198451,0.277185576,0.210903785,0.160349469,0.174316813,3.290282186,2.59315185,2.052309926,2.210347013
0.73,0.005944883,0.00054938,0.000273674,0.000202491,0.202304337,0.146063683,0.114824844,0.123642766,3.290282186,2.59315185,2.052309926,2.210347013
