V_PCA1,V_PCA2,V_PCA3,V_PCA4,V_PCA5,V_PCA6
-0.77317794,-0.569111391,0.239477502,-0.006211606,0.004450827,-9.64E-04
0.291847317,0.13374373,0.13786905,-0.004272729,3.25E-05,-0.00104748
-1.306255713,0.067012292,0.894635458,-0.007049667,-0.003172541,0.001008939
-0.494771103,0.047927642,-0.048097453,0.009014744,0.002885546,-0.000631037
0.241735141,0.063269978,0.046532298,0.004251779,-0.000905884,0.000496219
0.404460964,-0.113309063,0.263930285,-0.001218396,-0.001672018,0.000657612
0.118568089,0.385451935,0.003178549,0.001680691,-0.001772873,0.000871347
-0.728151595,-0.319528229,0.193009422,0.000468513,2.58E-03,-0.000291064
0.175748814,0.217441492,0.030234772,0.002030988,-0.002442217,0.000479113
-0.113928873,0.1801059,-0.120097857,-0.009439901,0.00211764,0.000411862
-0.219755467,-0.130294883,-0.216232683,0.000556398,-0.005421216,-3.64E-05
-0.439836495,-0.128366821,-0.0839757,0.006179633,-0.000138322,8.31E-05
0.064174648,-0.164959597,-0.039932914,0.000533667,0.002097744,0.000898767
-1.462123207,-0.152431563,1.064315891,-0.020896108,-0.001831261,0.001283333
-0.640800446,0.043852449,0.118989797,0.007464957,0.001546824,-0.00017039
-0.154080915,-0.167097075,-0.172000373,-0.007064908,-0.001827467,-0.000272254
0.420994116,-0.506417569,0.223765963,-0.000874681,0.000434742,-0.000768549
-0.055299053,0.504445638,-0.093250341,-0.00848405,0.003692334,0.000660331
0.118912658,0.050741859,-0.013249906,0.002788244,-0.000484771,0.000808343
0.08788469,-0.413281435,0.004812861,-3.43E-05,0.000359984,0.001243864
-0.101178385,0.224357857,-0.134500461,-0.008922505,0.002206173,-1.15E-05
0.157674423,0.295113222,0.035533942,0.000658348,-0.003288331,0.000647394
-0.272717721,0.143039876,-0.200097858,0.002312057,-0.005418894,-0.000116625
0.159674499,0.060321876,0.065397164,-0.000546991,-0.004965359,6.14E-04
0.248528174,-0.194149203,0.025437839,0.005756767,-0.000225228,0.000207925
-0.125637734,0.009743488,-0.222270051,-0.001525974,-0.000664834,-0.00067702
0.005357711,-0.033046694,-0.088383022,-0.002665484,0.004338453,0.000599724
0.319085071,0.069117056,0.14315356,-3.23E-03,0.00089102,-0.000949869
0.061485826,0.175957115,-0.042007545,0.000533636,0.001521187,0.001109909
0.318434364,-0.099246878,0.135927799,-0.000553529,-0.000997158,-0.000115815
0.171852619,-0.121896604,0.084568577,0.000368615,-0.005437328,0.001023704
-0.204462576,-0.006499952,-0.230110116,-0.000841373,-0.004466187,-0.000493452
-0.836964627,-0.705650685,0.293789937,-0.011504348,0.005196397,-0.000779656
0.330342256,0.282990436,0.138775565,-0.002670939,0.000599113,-5.18E-04
-0.48042435,-0.038099,-0.048938427,0.006047594,-0.002093556,5.83E-04
0.017121755,0.051767089,-0.055939776,-0.001380154,0.00168682,0.001103161
-0.222611794,0.499365077,-0.247954719,0.000790715,-0.003409263,-0.00056129
-0.109907804,0.053061079,-0.153211945,-0.007502963,0.001012487,-0.000149915
-0.47393229,-0.194940406,-0.06482436,0.006374449,0.001400297,-0.000293607
0.429261421,-0.075850335,0.233557842,0.003349475,-0.00138135,0.000478819
0.40722732,0.157924981,0.120497494,0.002786578,0.003926955,-0.00129521
-0.068641848,-0.117543939,-0.127506429,-0.005964908,0.002445623,0.000128882
-0.954849754,0.651543107,0.489095002,0.014807003,-0.003399293,0.000491099
-0.107584913,-0.584262614,-0.16485316,-0.003735632,-0.001462071,-0.000288656
-0.060270194,-0.227528019,-0.099939381,-0.006825553,0.002168619,0.000296482
0.33447612,-0.274181233,0.150467017,-0.001462294,-0.000715668,-0.000671335
0.092195117,-0.218324503,-0.122451722,0.005191448,0.005567219,0.000273572
-0.105185266,0.349577988,-0.145165372,-0.008555798,0.001554462,3.79E-05
0.25994742,0.434102024,0.01885944,0.001613039,0.002277104,-0.000932713
-0.000980301,0.190257909,-0.091354809,-0.001747512,0.003699271,0.000861267
0.449917524,-0.058953801,0.229444317,0.003209166,-0.000140845,0.000496755
-0.204805517,0.615123272,-0.17808332,-0.009850499,-0.004067457,-0.00033557
-0.056899852,-0.211906457,-0.169067066,-0.00301768,0.002874325,-0.000226727
0.413110661,0.208023183,0.202591532,-0.000233919,0.001851099,-0.000432162
0.187461455,0.118157929,-0.055180646,0.00665675,0.002298333,4.08E-05
0.175214446,0.197763362,0.05181919,0.001102016,-0.003832297,0.000419042
0.001156122,0.140643843,-0.052829105,-0.003129132,0.002233058,0.000930974
-0.017064158,-0.30822924,-0.094297018,-0.003610043,0.003572118,0.000535299
-0.007973747,-0.20069101,-0.122770943,-0.002321481,0.00445112,0.000167958
-0.39577976,-0.408012693,-0.154361571,0.006397186,0.003778001,-0.001223476
0.080230884,-0.063764622,-0.055915835,0.002523968,0.001711282,0.000844528
0.354028367,-0.087079205,0.134072104,-0.00037415,0.001467993,-0.001191408
0.249930122,0.133872692,0.192196908,-0.009104325,-0.002966062,-5.95E-04
0.005685878,-0.261755108,-0.077902637,-0.002412346,0.003439732,0.000633269
0.067867342,-0.008236028,-0.059058438,0.00069272,0.003714979,0.000927507
0.017950717,-0.059158392,-0.105964734,0.00013112,0.004395159,0.000661008
-0.207337447,-0.287913749,-0.239847285,0.002085658,-0.004006261,-0.000288443
0.321992627,0.208506377,0.189693559,-0.004089783,-8.19E-05,-0.000136377
-1.080453373,-0.143231623,0.592226799,-0.007621633,0.001155957,-7.24E-05
-0.073497016,-0.078356157,-0.163008151,-0.004708549,0.003203092,-0.000244622
-0.135234002,0.039108819,-0.208435011,-0.002475488,-0.002056343,-0.000696346
-0.309094214,-0.372691295,-0.199441534,0.003757165,-0.003400369,-0.000130208
0.393022091,-0.035225878,0.217017301,-0.002539914,0.00036146,-0.000567177
-0.14468358,-0.230117961,-0.121681263,-0.009523633,-0.003315069,-0.000240194
0.31583198,-0.054534744,0.141435567,-0.000930946,-0.001179789,-2.93E-04
0.161797075,-0.150864077,0.03071818,0.002526231,-0.002626316,0.000701924
-0.090310441,-0.189819715,-0.168382757,-0.004677818,0.001716332,-0.000286287
-0.816404668,-0.125447312,0.294715121,0.001455209,0.00210822,-0.000174611
0.063275041,-0.094214308,-0.079048304,0.001623418,0.003256687,0.000533741
0.144750326,0.215148447,0.004783744,0.00292383,-0.001847547,0.000723316
0.187298719,-0.005184282,0.026464984,0.003432503,-0.001913511,0.000532554
-0.428746563,0.008070019,-0.113670632,0.008971054,0.002771134,-0.000583251
-0.240551221,-0.099346069,-0.231495937,0.002863591,-0.004060952,-0.000379136
0.465427966,0.055655405,0.214846738,0.002212287,0.002053313,-0.000542543
0.098196254,-0.056221472,-0.01334723,0.00201131,-0.001391226,0.001005817
0.437845554,0.135295845,0.232548884,0.000885237,0.00061207,6.67E-05
-0.160962262,0.043157337,-0.218573583,-0.002694264,-0.002704229,-6.83E-04
0.133638,-0.261126807,-0.025391706,0.004398836,0.000478181,0.000802475
0.377442657,0.657308922,0.226542942,0.001219586,-0.002594785,0.001180935
-0.36389502,0.539425232,-0.128653069,0.009150918,-0.00134131,4.06E-04
-0.022154725,0.301976473,-0.124053744,-0.003550227,0.005376155,0.000266598
0.257702174,-0.00612604,0.131731573,-0.002369678,-0.003177641,3.15E-05
0.404497166,-0.075375885,0.134723734,0.002599026,0.003068777,-0.00131945
-0.197073463,-0.109109313,-0.288272527,0.004681979,-0.000705232,-0.000895585
-0.341302002,0.036628424,-0.181863363,0.005072202,-0.003053537,-3.00E-05
-1.063463063,0.049561304,0.601199032,-0.002776064,0.000191956,2.30E-05
-0.111231869,-0.308626774,-0.168792394,-0.004494193,-0.001110772,-0.000286421
0.324598402,0.308475342,0.169270184,-0.004226092,0.000470511,-0.000723231
-0.077666249,-0.470793472,-0.19820266,-0.001002467,0.001283628,-0.00045009
0.038779612,0.051031852,-0.084046537,0.00144682,0.002468258,0.00083672
0.418334787,-0.079426438,0.182093822,0.001289602,0.002108802,-0.000484822
-0.821755854,-0.101799841,0.302767566,0.001955839,0.001793842,-0.000281839
0.135135414,0.154364788,0.036182304,0.000171352,-0.004333267,0.000495912
0.2934236,-0.111779562,0.124062874,-0.000193005,-0.002089369,-0.000338839
0.082251281,0.175084008,-0.09078656,0.003404592,0.003645868,0.00050692
0.453590559,0.331888751,0.199669571,0.005559633,0.000528579,2.46E-04
0.35150057,-0.039692756,0.139613844,-1.10E-03,0.001382836,-0.001113778
-0.192317098,-0.215224549,-0.190305504,-0.003109829,-5.99E-03,-0.000307693
-0.087215493,0.195438486,-0.132146068,-0.00805807,0.002405685,1.69E-04
-0.799254986,0.289556481,0.292227909,0.009431673,0.000296464,-0.000169101
0.131244475,-0.013657193,-0.054127568,0.004595578,0.003148685,0.000610257
0.116472614,-0.299397873,-0.02678948,0.002191581,0.002633746,0.001141835
-0.961360324,-0.01566768,0.465845874,-9.35E-05,0.000646954,0.000111311
0.326646678,0.030163925,0.131490047,-0.001987998,0.000434675,-0.001127323
0.186073654,0.119478111,0.012174726,0.003774785,-0.001058922,0.000405033
0.415101453,0.104126311,0.151378704,0.002770214,0.002901735,-6.91E-04
0.39862136,0.129025225,0.195763978,-0.000743719,0.001237842,-0.000515425
-0.853622292,-0.628565202,0.297204034,-0.010487265,0.004924197,-0.000920335
-0.431037686,-0.296236777,-0.125199936,0.006578141,0.003011066,-0.00097646
-0.255138652,0.057749705,-0.183253064,-0.001039849,-0.007834163,2.22E-05
0.353257949,0.353864929,0.221606846,-0.003335272,-0.000824468,0.000391263
0.30980297,-0.267854746,0.160885388,-0.00116147,-0.002691195,-2.04E-05
0.127369187,-0.169573202,-0.078384855,0.005605002,0.002884787,4.80E-04
-0.169274059,0.070727169,-0.206495431,-0.002875712,-0.003782928,-0.000523956
0.350971773,0.237433225,0.175370249,-3.40E-03,0.000945427,-0.000897234
0.158321545,0.274808954,0.03372105,0.001266874,-0.003292696,0.000551184
-0.129995906,0.404412669,-0.132226454,-0.010668719,-1.23E-05,6.81E-05
0.015216539,0.193788975,-0.06850804,-0.002082754,0.003473187,0.000837431
-0.110798786,-0.376969562,-0.15077071,-0.006292633,-2.51E-05,-9.61E-05
-0.082641038,-0.360559221,-0.142811154,-0.005181483,0.000400472,-0.000153919
0.286160523,-0.154146324,0.044105423,0.004457535,0.000180086,-0.000410789
-0.59100693,-0.165788408,0.000882456,0.005848244,0.003986527,-9.96E-04
0.361651733,0.597382263,0.200522175,-0.001941851,0.00034137,4.99E-04
-0.217753766,0.3926456,-0.193813691,-0.004724333,-0.006015048,-0.000495932
0.443339716,-0.10586783,0.192059508,0.004989162,0.000821027,2.58E-05
-0.445233225,0.002096872,-0.114429996,0.009055953,0.003160128,-0.001040101
-0.206375279,-0.284076016,-0.219069214,0.000244602,-0.00532641,-0.000279521
-0.282752292,0.055568582,-0.213121298,0.004524223,-0.003320285,-0.000261642
-0.063530188,0.021351972,-0.105660494,-0.007141784,0.003019723,0.000377215
0.207605537,0.530472571,0.091303956,-0.005751356,-0.001348404,-0.000422868
-1.074106306,-0.192447602,0.603488015,-0.008118191,0.001124429,8.13E-05
0.157283954,-0.060713323,0.040864463,0.002379743,-0.002808564,0.001074655
0.032051844,-0.282349623,-0.0693796,-2.24E-03,0.00388263,0.000692147
0.410785979,-0.306718759,0.224691293,-0.001082774,0.00022759,-0.000471038
0.403454389,0.09360038,0.187771294,0.003196568,0.000365729,2.49E-05
-0.134584341,-0.305229486,-0.182039418,-0.004623779,-0.001954981,-0.000365685
-0.157693591,0.460096633,-0.268393852,-0.000908235,0.000122356,-0.000971494
-0.181238204,-0.125232181,-0.244038837,0.000731314,-0.003136533,-0.000635914
0.417052882,-0.283300481,0.239529527,-0.002208967,-0.000143026,-0.000627556
-0.978344478,-0.24180271,0.477113821,-0.00628193,0.002055262,-0.000142285
-0.054764664,-0.24363758,-0.107844126,-0.006075797,0.002404813,0.000149689
-0.183736551,-0.193549528,-0.178564277,-0.002562316,-0.006270537,-0.000216202
-0.635172497,-0.25749186,0.075544782,0.003456516,0.003848999,-0.00098322
-0.112854339,0.056854471,-0.214725598,-0.00355768,0.00169639,-0.000738697
-0.469677018,0.191041816,-0.051943656,0.008770014,-0.00053194,0.000108934
-0.963910136,-0.03424881,0.468263959,-0.000354376,0.000609382,-2.72E-05
0.407325678,-0.558808272,0.15161826,0.003951733,0.00073174,-0.000546015
-0.271601446,0.077164135,-0.248375483,0.007419075,0.000801576,-0.000662085
0.246536039,-0.023022694,0.079888861,0.000172655,-0.00193566,-0.000355371
0.210615395,0.500788189,0.020435284,0.002208474,-0.000775116,-0.000112442
0.379913642,0.096287246,0.19660029,-0.000730619,0.000788639,-0.000247612
-0.222833135,-0.630086474,-0.214284055,0.001396216,-0.005897438,-6.00E-05
0.094461551,-0.159092491,-0.078896072,0.003365686,0.004174348,0.000603456
-0.196341147,0.367544688,-0.222770536,-0.001301931,-0.003906252,-0.000445834
-0.657536163,-0.536302341,0.113078059,-0.001729546,0.004904398,-0.001206585
0.30560609,-4.33E-02,0.111554291,0.000301277,-0.000656732,-0.000393675
0.004191931,-0.18799829,-0.094276624,-0.001852525,0.003979039,0.00043105
0.308396332,-0.186258588,0.101098923,0.002058088,-0.001025311,-3.20E-04
-0.064097142,-0.285552337,-0.032262611,-0.00901443,0.000866609,0.001097048
-0.128926492,-0.203048687,-0.118975443,-0.008966806,-0.002750223,0.000247675
0.368601746,-0.305854474,0.257574232,-0.005570302,-0.002392447,-4.21E-04
0.442182409,-0.190327339,0.189571142,0.001225388,0.001910249,-0.000918762
-0.013732439,-0.015509507,-0.106470179,-0.003084866,0.004400764,0.000580125
0.457340753,-0.101910624,0.217772886,0.0042511,0.000468975,0.00030991
-0.041044951,-0.03995636,-0.137730097,-0.004258107,0.003763961,0.000139457
0.38868875,-0.015824074,0.092559617,0.003178125,0.003775031,-0.001611597
-0.266718838,-0.161218663,-0.222396201,0.003631087,-0.003727929,-2.22E-04
-0.07644844,0.436870264,-0.134573637,-0.007087505,0.004374103,0.000335728
-0.024559528,0.412975825,-0.093823658,-0.003484742,0.003897741,0.000908748
0.202382472,-0.215400358,0.084221268,0.000720038,-0.00456547,4.72E-04
0.095618987,-0.052104456,-0.031631014,0.001817798,0.001343262,0.001034055
-0.121939744,-0.146922735,-0.103502497,-0.010294125,-0.000478235,0.000316312
-0.117360367,0.145762197,-0.182807772,-0.005507856,-0.000361387,-0.000529219
0.010242779,-0.080844053,-0.053336115,-0.00347659,0.003170816,0.000951591
0.344332049,0.329012103,0.166507606,-0.002753184,0.001195923,-0.000773424
0.362090124,-0.25303946,0.159353158,-0.000180601,-0.000480823,-0.000354083
0.090475012,-0.180568642,-0.074752767,0.002837962,0.0043507,0.000513287
0.41862533,-0.044967113,0.20517938,0.001625568,0.0009489,-3.32E-05
0.339582718,-0.096587293,0.217844262,-0.005669013,-0.001548742,-0.00066872
-0.068941656,0.111970999,-0.116153057,-0.007039793,0.003103512,0.00017949
-0.285957894,0.013932625,-0.189116696,0.002364176,-0.005913553,0.000132511
0.397147938,-0.269148536,0.222334384,-0.002640584,-0.000314633,-0.000269009
0.143759677,0.258048513,-0.013712055,0.003411658,5.97E-05,7.18E-04
-0.041641339,-0.050726895,-0.181142002,-0.001852445,0.005041943,-0.000109075
-0.369888049,0.124625757,-0.140649424,0.005001634,-0.003833143,0.000300675
0.436845782,-0.204590412,0.173971085,0.00195622,0.00250702,-0.001198693
-0.984936132,0.206752794,0.485130192,0.003264913,-0.000145215,-0.000360109
0.189030216,0.340499958,0.018919823,0.001381851,-0.001670954,-0.000274748
-0.183934658,0.006133232,-0.277971999,0.005717627,-9.93E-05,-0.000793108
0.209933242,0.363412635,0.123966223,-0.006157145,-0.003255638,-0.000326643
-0.022637495,0.148822474,-0.108911508,-0.003966231,0.004639268,0.000628987
-0.086677783,0.389807072,-0.23274044,-0.002432907,0.00374095,-6.81E-04
-0.256120141,-0.042528478,-0.230461772,0.004341578,-0.002971738,-0.000366131
-0.052342035,0.52145044,-0.118124632,-0.005186448,0.004555158,0.000695279
-0.517626925,0.073518785,-0.017279721,0.008313557,4.66E-04,0.000174634
-0.221111435,0.216202904,-0.285290348,0.007152233,0.001658692,-0.000971717
0.279788638,-0.37538313,0.150962302,-0.000664456,-0.004286453,0.000231976
0.006218755,0.147294575,-0.05907984,-0.002017826,0.002049299,1.16E-03
0.383200663,0.315026719,0.202770758,0.000165964,0.00029589,0.000352714
-0.270246027,0.031102078,-0.186819921,0.002716093,-0.00511757,-9.67E-05
0.243699011,-0.2069494,0.14027172,-0.0019302,-0.005291976,0.000191546
-0.740757845,0.121664661,0.230311153,0.00757629,0.000762299,-2.53E-05
-0.126904615,0.303750952,-0.228392857,-0.004058538,0.001368027,-0.00082031
0.2169845,0.197891742,0.085066769,-0.001804667,-0.003251594,-0.000131916
-0.129281563,-0.059070013,-0.177156016,-0.004848527,-0.002146548,-0.000540109
-0.021630451,0.379751421,-0.099196072,-0.003997311,0.004250523,0.000867674
-0.118553181,0.137897239,-0.181635015,-0.005830608,5.97E-06,-0.000393451
-0.28743777,-0.026905567,-0.210999176,0.005650249,-0.001692793,-0.000118307
0.41173605,0.339299483,0.210580712,0.004286555,-0.001611275,0.00054053
